mu,threshold,relative_diff_log,sum,difference
0.14006770214132191,0.5010001219752644,0.5536430163849781,0.6410678241165864,-0.36093241983394253
0.083543074944101,0.155893318142386,0.01989937257788405,0.239436393086487,-0.072350243198285
0.09886254545543749,0.1917329674904938,0.06228886688352614,0.2905955129459313,-0.0928704220350563
0.16534958385460582,0.3932110295946683,0.25063977038545354,0.5585606134492741,-0.22786144574006248
0.15947827952017177,0.36906740680544914,0.11878828073707715,0.5285456863256209,-0.20958912728527737
0.2370686688276405,0.7197455303387218,0.35361141192241746,0.9568141991663623,-0.4826768615110813
0.2186866639592673,0.432815138483514,0.33294087674497186,0.6515018024427813,-0.2141284745242467
0.2509123572196584,0.4197166345926087,0.35932376786711784,0.6706289918122671,-0.16880427737295034
0.199449428106542,0.44332346897016517,0.3097729010956841,0.6427728970767072,-0.24387404086362316
0.18676439399792547,0.4844959114102037,0.3255368284800824,0.6712603054081292,-0.2977315174122782
0.23368409124738584,1.2713658003966137,0.05525452756732141,1.5050498916439996,-1.0376817091492279
0.12966452858679614,0.33422912059202947,0.1772696388693258,0.4638936491788256,-0.20456459200523333
0.23705695540443272,0.9175254258094812,0.2748671990210586,1.1545823812139138,-0.6804684704050484
0.18737283049831754,0.5071464433335,0.2262433629754534,0.6945192738318176,-0.31977361283518246
0.2132712876373258,0.5124401592443867,0.11619605019078481,0.7257114468817125,-0.29916887160706085
0.2527191891712457,1.14856786234684,0.10718422783776575,1.4012870515180857,-0.8958486731755944
0.19577845002111036,0.49418124709054473,0.16885736633205567,0.6899596971116551,-0.2984027970694344
0.19225033430919103,0.3384986094920946,0.07745171424073556,0.5307489438012856,-0.14624827518290356
0.23971444757092508,0.5672693710466763,0.10612718640570094,0.8069838186176014,-0.3275549234757512
0.2170837147116947,0.6520713205169671,0.11688550341359373,0.8691550352286619,-0.43498760580527246
0.19270206787053865,0.5432687713805813,0.19937697404689564,0.73597083925112,-0.3505667035100426
0.15565142934875162,0.45953817392313234,0.10421542260808266,0.615189603271884,-0.3038867445743807
0.20187050385183627,0.7317007046398505,0.03992904449965349,0.9335712084916867,-0.5298302007880142
0.08294461504604582,0.3190907466131397,0.008361897235822986,0.4020353616591855,-0.23614613156709385
0.2150295736764577,0.7312270752763067,0.11780518375098216,0.9462566489527644,-0.516197501599849
0.1416173965690202,0.6173177728253455,0.14466104521140272,0.7589351693943657,-0.47570037625632533
0.13929314030365877,0.6196490638509438,0.13905792654923513,0.7589422041546026,-0.48035592354728496
0.12014823541682006,0.6026497164216058,0.017728047273379063,0.7227979518384259,-0.48250148100478574
0.13903852392296992,0.28454146136163644,0.19567326147254505,0.4235799852846064,-0.14550293743866652
0.26883931187426685,0.9013877922618405,0.2881476001103679,1.1702271041361074,-0.6325484803875736
0.3407831524949698,1.0626779792919734,0.11563945870176157,1.4034611317869432,-0.7218948267970036
0.23974894676008712,0.6907779189626311,0.26277263343687296,0.9305268657227181,-0.45102897220254395
0.20192460605266246,0.6515945938555804,0.39483174695171136,0.8535191999082429,-0.4496699878029179
0.2996998611664876,0.8960468772915645,0.40640042634801055,1.1957467384580522,-0.5963470161250769
0.3676335312424497,1.1028071330698386,0.29251978763103015,1.4704406643122883,-0.7351736018273889
0.20975398498401807,0.5632567464384441,0.18497348617958553,0.7730107314224622,-0.35350276145442605
0.24703161110213767,0.7835598824579606,0.1450224034949221,1.0305914935600984,-0.5365282713558229
0.2294002304701608,0.8234032084800267,0.016283669200329174,1.0528034389501875,-0.5940029780098659
0.2963759357057699,0.9010326746978465,0.06110500626426591,1.1974086104036163,-0.6046567389920766
0.3370455021039667,1.4319766966587437,0.26938026855329267,1.7690221987627104,-1.094931194554777
