mu,threshold,relative_diff_log,sum,difference
0.14006770214132191,0.21471433798939904,0.5536430163849781,0.35478204013072095,-0.07464663584807713
0.083543074944101,0.06681142206102257,0.01989937257788405,0.15035449700512357,0.01673165288307843
0.09886254545543749,0.08217127178164019,0.06228886688352614,0.18103381723707768,0.016691273673797302
0.16534958385460582,0.16851901268342928,0.25063977038545354,0.33386859653803513,-0.0031694288288234562
0.15947827952017177,0.15817174577376392,0.11878828073707715,0.3176500252939357,0.0013065337464078508
0.2370686688276405,0.3084623701451665,0.35361141192241746,0.545531038972807,-0.07139370131752598
0.2186866639592673,0.1854922022072203,0.33294087674497186,0.40417886616648757,0.033194461752047016
0.2509123572196584,0.1798785576825466,0.35932376786711784,0.430790914902205,0.07103379953711178
0.199449428106542,0.18999577241578508,0.3097729010956841,0.3894452005223271,0.009453655690756929
0.18676439399792547,0.2076411048900873,0.3255368284800824,0.3944054988880128,-0.020876710892161837
0.23368409124738584,0.5448710573128345,0.05525452756732141,0.7785551485602203,-0.3111869660654486
0.12966452858679614,0.14324105168229834,0.1772696388693258,0.2729055802690945,-0.013576523095502196
0.23705695540443272,0.3932251824897776,0.2748671990210586,0.6302821378942103,-0.1561682270853449
0.18737283049831754,0.21734847571435711,0.2262433629754534,0.40472130621267466,-0.02997564521603957
0.2132712876373258,0.21961721110473714,0.11619605019078481,0.4328884987420629,-0.006345923467411335
0.2527191891712457,0.49224336957721715,0.10718422783776575,0.7449625587484628,-0.23952418040597145
0.19577845002111036,0.21179196303880488,0.16885736633205567,0.40757041305991526,-0.01601351301769452
0.19225033430919103,0.14507083263946913,0.07745171424073556,0.33732116694866016,0.0471795016697219
0.23971444757092508,0.24311544473428987,0.10612718640570094,0.48282989230521495,-0.003400997163364783
0.2170837147116947,0.2794591373644145,0.11688550341359373,0.4965428520761092,-0.062375422652719836
0.19270206787053865,0.23282947344882055,0.19937697404689564,0.4255315413193592,-0.0401274055782819
0.15565142934875162,0.19694493168134244,0.10421542260808266,0.35259636103009406,-0.041293502332590826
0.20187050385183627,0.3135860162742216,0.03992904449965349,0.5154565201260579,-0.11171551242238534
0.08294461504604582,0.13675317711991702,0.008361897235822986,0.21969779216596286,-0.053808562073871205
0.2150295736764577,0.3133830322612743,0.11780518375098216,0.528412605937732,-0.09835345858481659
0.1416173965690202,0.26456475978229094,0.14466104521140272,0.40618215635131116,-0.12294736321327074
0.13929314030365877,0.2655638845075473,0.13905792654923513,0.4048570248112061,-0.12627074420388854
0.12014823541682006,0.25827844989497395,0.017728047273379063,0.378426685311794,-0.13813021447815388
0.13903852392296992,0.12194634058355848,0.19567326147254505,0.2609848645065284,0.01709218333941144
0.26883931187426685,0.3863090538265031,0.2881476001103679,0.65514836570077,-0.11746974195223625
0.3407831524949698,0.45543341969656004,0.11563945870176157,0.7962165721915299,-0.11465026720159022
0.23974894676008712,0.29604767955541333,0.26277263343687296,0.5357966263155005,-0.05629873279532621
0.20192460605266246,0.2792548259381059,0.39483174695171136,0.4811794319907684,-0.07733021988544345
0.2996998611664876,0.38402009026781336,0.40640042634801055,0.683719951434301,-0.08432022910132575
0.3676335312424497,0.47263162845850226,0.29251978763103015,0.840265159700952,-0.10499809721605258
0.20975398498401807,0.2413957484736189,0.18497348617958553,0.451149733457637,-0.03164176348960082
0.24703161110213767,0.33581137819626883,0.1450224034949221,0.5828429892984065,-0.08877976709413116
0.2294002304701608,0.35288708934858287,0.016283669200329174,0.5822873198187437,-0.12348685887842206
0.2963759357057699,0.3861568605847914,0.06110500626426591,0.6825327962905613,-0.08978092487902145
0.3370455021039667,0.613704298568033,0.26938026855329267,0.9507498006719997,-0.27665879646406627
0.22223354034263754,0.31377590584410986,0.006040679963260199,0.5360094461867474,-0.09154236550147232
0.3008227526002472,0.376809095805432,0.21449980630311172,0.6776318484056791,-0.07598634320518477
0.21054180160509972,0.23216471265692068,0.1349559032320433,0.4427065142620204,-0.02162291105182096
0.2797690696384966,0.3380383509763323,0.1351674888429039,0.617807420614829,-0.058269281337835654
0.1848744141043885,0.18803481917629333,0.18816348490994939,0.3729092332806818,-0.0031604050719048205
0.23050555869517486,0.2758588917315212,0.14746879163842433,0.5063644504266961,-0.045353333036346366
0.24344045110955378,0.3627259889394096,0.5739948841838918,0.6061664400489634,-0.11928553782985582
0.223629570082872,0.3274125176580017,0.2653582546619356,0.5510420877408737,-0.10378294757512974
0.25520099605506086,0.4337602088644038,0.18726056952645195,0.6889612049194647,-0.17855921280934295
0.13967937749505216,0.34024844020282285,0.20978994030240072,0.479927817697875,-0.2005690627077707
0.11290746685076099,0.1118190103483319,0.1191424013721382,0.2247264771990929,0.001088456502429086
0.18040957962301649,0.25930502131005695,0.6193922117414311,0.43971460093307346,-0.07889544168704046
0.2153687875931102,0.25646843194920843,0.4616638875496747,0.4718372195423186,-0.041099644356098225
0.16347123981021078,0.17840570143365664,0.02858664816446978,0.3418769412438674,-0.01493446162344586
0.2053188707903585,0.18481009553061972,0.3532748788637693,0.3901289663209782,0.020508775259738765
0.22229183976201855,0.23492267550696178,0.3533411612098273,0.4572145152689803,-0.012630835744943225
0.1838053341879414,0.17790667399457225,0.1487405006641729,0.36171200818251364,0.005898660193369154
0.16935231409331494,0.13517900959896462,0.0068848134275869355,0.30453132369227953,0.034173304494350326
0.24489446352939595,0.48744002595329855,0.09452709995146076,0.7323344894826945,-0.2425455624239026
0.15913924875433297,0.1602637581424032,0.035495406666887636,0.3194030068967362,-0.0011245093880702384
0.16660898303344404,0.12007202936166261,0.10412137688078024,0.2866810123951067,0.04653695367178143
0.26040459156091367,0.29372144981727644,0.38987657853239427,0.5541260413781901,-0.03331685825636277
0.18339714911400992,0.24306373636920642,0.1082663874260877,0.42646088548321637,-0.059666587255196496
0.2591243811744266,0.4088541448469092,0.08811915103056259,0.6679785260213358,-0.14972976367248259
0.2863893204513297,0.5796598938384059,0.31262547339690355,0.8660492142897356,-0.2932705733870762
0.26938234300764763,0.42906663099580644,0.5957414813984324,0.6984489740034541,-0.1596842879881588
0.26933194651971387,0.32365680180272827,0.21967571768820196,0.5929887483224421,-0.054324855283014395
0.20464067273524778,0.17101658661481742,0.11986128556317976,0.3756572593500652,0.03362408612043036
0.16508185261990144,0.12432267368552977,0.17106501032097116,0.28940452630543123,0.04075917893437167
0.1621588255423277,0.16256297147402726,0.09077300701417086,0.32472179701635495,-0.00040414593169957325
0.14109355273949914,0.12750115774848905,0.15513808814108365,0.2685947104879882,0.013592394991010087
0.2630488378326503,0.3688251823342104,0.36275741515356924,0.6318740201668607,-0.1057763445015601
0.19004969984207837,0.23145866343535193,0.41029870305596877,0.4215083632774303,-0.04140896359327356
0.19159227867225453,0.34253709686324624,0.8222938316595714,0.5341293755355008,-0.1509448181909917
0.18042490881100504,0.41355630201776056,1.169461832951805,0.5939812108287656,-0.23313139320675552
0.17809870820285134,0.3287899591117094,1.018126941427513,0.5068886673145607,-0.15069125090885804
0.13998158514090864,0.16434072722616402,0.09555952119089567,0.30432231236707263,-0.024359142085255386
0.1880134449651236,0.20806596710098008,0.1413601789377453,0.39607941206610364,-0.020052522135856482
0.1489834078283987,0.13619603131455865,0.06743222152448604,0.28517943914295735,0.012787376513840043
0.27713958212297635,0.3983165214901246,0.8949209120036073,0.6754561036131009,-0.12117693936714824
0.20889821304167486,0.2467219485975953,0.6688122100025519,0.45562016163927016,-0.037823735555920446
0.2623787205985437,0.4835853935186074,0.17041426402149998,0.7459641141171511,-0.22120667292006368
0.26173302537210436,0.34860652586781765,0.025832108986122756,0.610339551239922,-0.0868735004957133
0.17163685668738476,0.1645390225065034,0.20478536137537892,0.33617587919388814,0.007097834180881363
0.22540592464495215,0.147302006974958,0.10239423392498827,0.3727079316199101,0.07810391766999417
0.3061124883155425,0.41512655348307975,0.13711248054025946,0.7212390417986223,-0.10901406516753726
0.2270458902527407,0.19515071260052014,0.05790411296673548,0.4221966028532608,0.03189517765222055
0.1994259294697421,0.22340752279822418,0.0006607971296576975,0.4228334522679663,-0.02398159332848207
0.19435165767825152,0.23442134754733243,0.017412867580250745,0.4287730052255839,-0.04006968986908091
0.29163658594215125,0.24974766914979096,0.05285998711470705,0.5413842550919422,0.04188891679236029
0.2682027920459763,0.17696048678972998,0.2622860388814189,0.4451632788357063,0.09124230525624633
0.2255902108090708,0.16404036691215526,0.24906295458915753,0.38963057772122606,0.061549843896915535
0.19697727536756898,0.1937556127703836,0.08896539719150477,0.3907328881379526,0.0032216625971853707
0.224487128451905,0.2821703261124452,0.006416925261871644,0.5066574545643502,-0.0576831976605402
0.16697680334121817,0.17778987722650663,0.06096118554536473,0.3447666805677248,-0.01081307388528846
0.14839879620931923,0.15679557513106077,0.1644705475174204,0.30519437134037997,-0.008396778921741538
0.15359913566243272,0.18224507502424098,0.2668236030593996,0.3358442106866737,-0.02864593936180826
0.1341646982741928,0.168841516654576,0.18986483565653245,0.3030062149287688,-0.034676818380383195
0.10451680191493942,0.1703409604394845,0.13568604190539624,0.27485776235442394,-0.06582415852454507
0.13369553120165686,0.1593068619917369,0.11664722165743449,0.2930023931933938,-0.025611330790080045
0.12239470611471095,0.16416219577992275,0.01986157547819685,0.2865569018946337,-0.04176748966521179
0.16054993231146783,0.20296255993253023,0.04719940598387332,0.36351249224399806,-0.042412627621062404
0.20063714840783745,0.33317292627232276,0.1584552716961371,0.5338100746801602,-0.1325357778644853
0.19559047729998258,0.2966098233643881,0.06014781851404853,0.4922003006643707,-0.10101934606440555
0.19650023173734676,0.2505422559492585,0.32937517316381265,0.44704248768660526,-0.05404202421191173
0.17444879403461544,0.21335470299435805,0.16086841803996088,0.3878034970289735,-0.03890590895974261
0.25270618676719064,0.38119857937880164,0.09126453448672806,0.6339047661459922,-0.128492392611611
0.238747857639259,0.4045678557877216,0.13883454328126565,0.6433157134269806,-0.1658199981484626
0.21817023755608186,0.276741492264221,0.15214204340672471,0.49491172982030285,-0.05857125470813915
0.2456327610920124,0.36530630138405196,0.10253207724112505,0.6109390624760643,-0.11967354029203955
0.2000201725861319,0.2562985292768185,0.09965457935673404,0.4563187018629504,-0.05627835669068662
0.25808845475505116,0.425889535298845,0.057744185838697906,0.6839779900538961,-0.16780108054379383
0.20480205037582433,0.30960337641655244,0.0019742021175137106,0.5144054267923768,-0.10480132604072812
0.23263711716402533,0.35818014606322846,0.15793900982131054,0.5908172632272538,-0.12554302889920313
0.18964637483224736,0.2176415602685387,0.09523691871321785,0.4072879351007861,-0.027995185436291342
0.23494468208811808,0.30107421970175446,0.13058283927329462,0.5360189017898725,-0.06612953761363638
0.19344097653682876,0.2251326176369734,0.07329175384079367,0.41857359417380213,-0.031691641100144635
0.19628624639774267,0.24750808177699343,0.14710519137897798,0.4437943281747361,-0.05122183537925076
0.1810627243328018,0.2366519384588183,0.15641197142439262,0.41771466279162006,-0.0555892141260165
0.19117797649171603,0.23496269564258299,0.24861010551707424,0.426140672134299,-0.04378471915086696
0.1678479643656084,0.23172867896785682,0.1475960877760503,0.3995766433334652,-0.06388071460224842
0.17819792698346573,0.2854700221142895,0.09504617754542026,0.4636679490977552,-0.10727209513082378
0.19430303105065957,0.3593825819104243,0.1364344351837851,0.5536856129610839,-0.16507955085976475
0.17661819753159932,0.21702278110570927,0.1226492518341363,0.3936409786373086,-0.04040458357410995
0.2495787225889563,0.3502625350386188,0.10705011654029406,0.5998412576275751,-0.10068381244966251
0.23104166819648728,0.1859471657461913,0.11950687389779448,0.4169888339426786,0.045094502450295976
0.3321096477177534,0.38882084841170067,0.29882468511643384,0.720930496129454,-0.05671120069394725
0.21741829888256914,0.17749325722606904,0.15680680411159392,0.39491155610863815,0.0399250416565001
0.3017160280265377,0.27547748058358157,0.22558684462127468,0.5771935086101192,0.026238547442956117
0.2829217734940669,0.20440556472671914,0.13391767667106388,0.487327338220786,0.07851620876734774
0.351545083716365,0.6479346626411211,0.1711227047044828,0.999479746357486,-0.2963895789247561
0.2909555895647068,0.3360112493994314,0.12459508701057198,0.6269668389641382,-0.04505565983472459
0.2836541538282938,0.30413407574055223,0.14036566181745752,0.587788229568846,-0.020479921912258447
0.21172996538368455,0.2194626488292366,0.10171709354156633,0.43119261421292115,-0.007732683445552058
0.21761499055475664,0.22770697376863264,0.13771975481434037,0.4453219643233893,-0.010091983213875999
0.23578064287970188,0.22537248965845919,0.1152203188108755,0.46115313253816104,0.010408153221242694
0.17835443565302223,0.2133321336046817,0.008374602664313967,0.39168656925770395,-0.034977697951659475
0.23724512799589473,0.19760504627742514,0.4453163924281497,0.43485017427331984,0.03964008171846958
0.3062903065989665,0.3339226794132334,0.5335359757262156,0.6402129860121999,-0.027632372814266892
0.2653893152441774,0.2992038435032271,0.057598775690458515,0.5645931587474045,-0.03381452825904968
0.22333155860822645,0.18447858852890342,0.13716074762203115,0.4078101471371299,0.038852970079323035
0.2049111731891824,0.24421681587112443,0.14967166529556736,0.4491279890603068,-0.03930564268194203
0.15884992416207688,0.16976423736163868,0.16555501667393416,0.3286141615237156,-0.010914313199561793
0.19039371501492128,0.15748462099216387,0.1448501241048505,0.3478783360070852,0.03290909402275741
0.14524445979148504,0.224127799389186,0.021727629391686754,0.36937225918067107,-0.07888333959770097
0.12563875280056505,0.18029156934852375,0.10902654102848582,0.3059303221490888,-0.0546528165479587
