hour_num,dow,mu,sigma,count
19,3,-4.6882798131868135,22.597025621737636,182
19,4,-4.4125444316939895,31.076318565155358,183
19,5,-0.13704639344262237,18.408150374893054,183
19,6,-2.7359140163934423,25.652301500369454,183
20,0,17.750326906593404,202.52477607847462,182
20,1,-0.9951883131868142,40.76639520065462,182
20,2,-3.9758150109890114,25.10844779141234,182
20,3,-5.622274153846154,27.780577942123664,182
20,4,-0.8164435519125679,52.634331605474586,183
20,5,0.6288666448087429,24.457839769191466,183
20,6,-1.5063824754098363,27.566074530858966,183
21,0,14.898055538461536,128.65543033228244,182
21,1,6.705841543956045,55.384679653656185,182
21,2,-0.4483542692307682,33.33503538943411,182
21,3,-4.319418758241758,33.51848681938605,182
21,4,-2.547748513661202,78.7671217596396,183
21,5,1.2451833060109294,42.16107369250001,183
21,6,1.21046918579235,33.07999832070808,183
22,0,5.362589000000001,54.67815400791844,182
22,1,0.335530593406593,41.278972430572566,182
22,2,-0.9253531758241755,30.25796878637247,182
22,3,-4.952811917582418,30.376968995227003,182
22,4,13.098917721311473,267.72538770916213,183
22,5,2.541263540983606,32.489367809062124,183
22,6,3.008166202185793,42.625618050146784,183
23,0,1.4238079230769227,53.179914481335786,182
23,1,-3.5285674890109884,22.589701827317207,182
23,2,-1.8702140604395598,20.27424084994834,182
23,3,-2.330992005494506,27.293412054657296,182
23,4,4.249929508196722,150.48416768338012,183
23,5,-3.0769501420765026,16.196596040783835,183
23,6,1.0837437267759564,44.859483929907,183
