datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
7/2/2023 4:00:00 AM,7/2/2023 12:00:00 AM,51288,WESTERN HUB,,,HUB,,21.05,21.510519,0.819061,-0.358542,True,1
7/2/2023 5:00:00 AM,7/2/2023 1:00:00 AM,51288,WESTERN HUB,,,HUB,,20.50,21.039477,0.743644,-0.204167,True,1
7/2/2023 6:00:00 AM,7/2/2023 2:00:00 AM,51288,WESTERN HUB,,,HUB,,18.69,19.036144,0.727603,-0.381459,True,1
7/2/2023 7:00:00 AM,7/2/2023 3:00:00 AM,51288,WESTERN HUB,,,HUB,,16.37,16.452811,0.414687,-0.331876,True,1
7/2/2023 8:00:00 AM,7/2/2023 4:00:00 AM,51288,WESTERN HUB,,,HUB,,15.07,15.448228,0.661874,-0.283646,True,1
7/2/2023 9:00:00 AM,7/2/2023 5:00:00 AM,51288,WESTERN HUB,,,HUB,,14.55,15.089269,0.781561,-0.242292,True,1
7/2/2023 10:00:00 AM,7/2/2023 6:00:00 AM,51288,WESTERN HUB,,,HUB,,14.17,15.073331,1.113540,-0.210209,True,1
7/2/2023 11:00:00 AM,7/2/2023 7:00:00 AM,51288,WESTERN HUB,,,HUB,,15.00,15.709686,0.793124,-0.083438,True,1
7/2/2023 12:00:00 PM,7/2/2023 8:00:00 AM,51288,WESTERN HUB,,,HUB,,19.92,21.488851,1.631768,-0.062917,True,1
7/2/2023 1:00:00 PM,7/2/2023 9:00:00 AM,51288,WESTERN HUB,,,HUB,,21.27,22.915101,1.676664,-0.031563,True,1
7/2/2023 2:00:00 PM,7/2/2023 10:00:00 AM,51288,WESTERN HUB,,,HUB,,24.47,26.584267,2.119684,-0.005417,True,1
7/2/2023 3:00:00 PM,7/2/2023 11:00:00 AM,51288,WESTERN HUB,,,HUB,,27.26,30.042703,2.599892,0.182811,True,1
7/2/2023 4:00:00 PM,7/2/2023 12:00:00 PM,51288,WESTERN HUB,,,HUB,,28.77,31.570515,2.795100,0.005415,True,1
7/2/2023 5:00:00 PM,7/2/2023 1:00:00 PM,51288,WESTERN HUB,,,HUB,,30.73,33.621556,2.893537,-0.001981,True,1
7/2/2023 6:00:00 PM,7/2/2023 2:00:00 PM,51288,WESTERN HUB,,,HUB,,32.29,35.089369,2.826454,-0.027085,True,1
7/2/2023 7:00:00 PM,7/2/2023 3:00:00 PM,51288,WESTERN HUB,,,HUB,,33.22,36.871034,3.512911,0.138123,True,1
7/2/2023 8:00:00 PM,7/2/2023 4:00:00 PM,51288,WESTERN HUB,,,HUB,,35.54,39.198846,3.448535,0.210311,True,1
7/2/2023 9:00:00 PM,7/2/2023 5:00:00 PM,51288,WESTERN HUB,,,HUB,,37.51,41.388949,3.635097,0.243852,True,1
7/2/2023 10:00:00 PM,7/2/2023 6:00:00 PM,51288,WESTERN HUB,,,HUB,,37.38,41.287283,3.622077,0.285206,True,1
7/2/2023 11:00:00 PM,7/2/2023 7:00:00 PM,51288,WESTERN HUB,,,HUB,,34.44,38.845200,4.203639,0.201561,True,1
7/3/2023 12:00:00 AM,7/2/2023 8:00:00 PM,51288,WESTERN HUB,,,HUB,,31.76,35.377181,3.569786,0.047395,True,1
7/3/2023 1:00:00 AM,7/2/2023 9:00:00 PM,51288,WESTERN HUB,,,HUB,,30.38,32.811870,2.481455,-0.049585,True,1
7/3/2023 2:00:00 AM,7/2/2023 10:00:00 PM,51288,WESTERN HUB,,,HUB,,29.01,30.028538,0.996769,0.021769,True,1
