Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2021-09-01,68,59,63.5,-6.1,1,0,2.31,0.0,0
2021-09-02,75,52,63.5,-5.9,1,0,0.00,0.0,0
2021-09-03,74,49,61.5,-7.6,3,0,0.00,0.0,0
2021-09-04,77,59,68.0,-0.9,0,3,0.02,0.0,0
2021-09-05,74,59,66.5,-2.1,0,2,0.28,0.0,0
2021-09-06,78,57,67.5,-0.8,0,3,0.00,0.0,0
2021-09-07,80,55,67.5,-0.5,0,3,0.00,0.0,0
2021-09-08,72,60,66.0,-1.7,0,1,0.31,0.0,0
2021-09-09,73,55,64.0,-3.4,1,0,0.05,0.0,0
2021-09-10,72,53,62.5,-4.6,2,0,0.00,0.0,0
2021-09-11,76,51,63.5,-3.2,1,0,0.00,0.0,0
2021-09-12,82,66,74.0,7.6,0,9,0.00,0.0,0
2021-09-13,79,68,73.5,7.4,0,9,0.00,0.0,0
2021-09-14,84,65,74.5,8.8,0,10,0.00,0.0,0
2021-09-15,75,62,68.5,3.1,0,4,0.00,0.0,0
2021-09-16,80,59,69.5,4.5,0,5,0.00,0.0,0
2021-09-17,83,64,73.5,8.9,0,9,0.00,0.0,0
2021-09-18,85,64,74.5,10.3,0,10,0.00,0.0,0
2021-09-19,82,63,72.5,8.6,0,8,0.00,0.0,0
2021-09-20,84,59,71.5,8.0,0,7,T,0.0,0
2021-09-21,76,65,70.5,7.4,0,6,0.10,0.0,0
2021-09-22,82,59,70.5,7.8,0,6,0.82,0.0,0
2021-09-23,60,52,56.0,-6.3,9,0,T,0.0,0
2021-09-24,70,50,60.0,-1.9,5,0,0.00,0.0,0
2021-09-25,70,47,58.5,-3.0,6,0,T,0.0,0
2021-09-26,71,48,59.5,-1.6,5,0,0.00,0.0,0
2021-09-27,78,55,66.5,5.8,0,2,T,0.0,0
2021-09-28,74,55,64.5,4.2,0,0,0.04,0.0,0
2021-09-29,70,50,60.0,0.1,5,0,0.00,0.0,0
2021-09-30,68,45,56.5,-3.0,8,0,0.00,0.0,0
