Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2021-04-01,39,24,31.5,-14.2,33,0,0.09,0.8,0
2021-04-02,40,20,30.0,-16.1,35,0,T,T,T
2021-04-03,54,21,37.5,-9.0,27,0,0.00,0.0,0
2021-04-04,67,43,55.0,8.0,10,0,0.00,0.0,0
2021-04-05,70,35,52.5,5.1,12,0,0.00,0.0,0
2021-04-06,77,45,61.0,13.2,4,0,0.00,0.0,0
2021-04-07,81,54,67.5,19.3,0,3,0.00,0.0,0
2021-04-08,82,55,68.5,19.9,0,4,0.08,0.0,0
2021-04-09,74,57,65.5,16.4,0,1,T,0.0,0
2021-04-10,80,52,66.0,16.5,0,1,0.38,0.0,0
2021-04-11,66,51,58.5,8.6,6,0,0.13,0.0,0
2021-04-12,56,45,50.5,0.2,14,0,0.12,0.0,0
2021-04-13,68,42,55.0,4.3,10,0,0.00,0.0,0
2021-04-14,63,49,56.0,4.9,9,0,0.01,0.0,0
2021-04-15,50,38,44.0,-7.5,21,0,0.02,0.0,0
2021-04-16,45,39,42.0,-9.9,23,0,0.05,0.0,0
2021-04-17,52,36,44.0,-8.3,21,0,0.00,0.0,0
2021-04-18,59,31,45.0,-7.7,20,0,0.06,0.0,0
2021-04-19,64,38,51.0,-2.1,14,0,0.03,0.0,0
2021-04-20,64,38,51.0,-2.4,14,0,0.00,0.0,0
2021-04-21,40,32,36.0,-17.8,29,0,0.15,1.6,1
2021-04-22,46,31,38.5,-15.7,26,0,T,0.0,0
2021-04-23,60,32,46.0,-8.5,19,0,0.00,0.0,0
2021-04-24,59,34,46.5,-8.4,18,0,0.12,0.0,0
2021-04-25,61,39,50.0,-5.2,15,0,0.02,0.0,0
2021-04-26,63,31,47.0,-8.6,18,0,0.00,0.0,0
2021-04-27,82,44,63.0,7.1,2,0,0.00,0.0,0
2021-04-28,78,66,72.0,15.8,0,7,0.04,0.0,0
2021-04-29,70,50,60.0,3.5,5,0,1.27,0.0,0
2021-04-30,57,39,48.0,-8.9,17,0,0.10,0.0,0
