Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2021-10-01,69,42,55.5,-3.6,9,0,0.00,0.0,0
2021-10-02,74,43,58.5,-0.2,6,0,0.00,0.0,0
2021-10-03,70,60,65.0,6.7,0,0,0.02,0.0,0
2021-10-04,76,61,68.5,10.6,0,4,0.03,0.0,0
2021-10-05,78,56,67.0,9.5,0,2,0.00,0.0,0
2021-10-06,79,61,70.0,12.9,0,5,T,0.0,0
2021-10-07,80,62,71.0,14.3,0,6,0.00,0.0,0
2021-10-08,77,62,69.5,13.2,0,5,0.02,0.0,0
2021-10-09,69,61,65.0,9.0,0,0,0.16,0.0,0
2021-10-10,76,58,67.0,11.4,0,2,0.00,0.0,0
2021-10-11,77,57,67.0,11.8,0,2,0.00,0.0,0
2021-10-12,75,57,66.0,11.2,0,1,0.00,0.0,0
2021-10-13,72,54,63.0,8.6,2,0,0.00,0.0,0
2021-10-14,78,52,65.0,10.9,0,0,0.00,0.0,0
2021-10-15,80,64,72.0,18.3,0,7,0.46,0.0,0
2021-10-16,66,50,58.0,4.7,7,0,0.34,0.0,0
2021-10-17,58,47,52.5,-0.5,12,0,T,0.0,0
2021-10-18,63,42,52.5,-0.1,12,0,0.00,0.0,0
2021-10-19,70,37,53.5,1.3,11,0,0.00,0.0,0
2021-10-20,70,47,58.5,6.6,6,0,0.00,0.0,0
2021-10-21,70,48,59.0,7.5,6,0,0.31,0.0,0
2021-10-22,52,48,50.0,-1.1,15,0,0.06,0.0,0
2021-10-23,51,44,47.5,-3.3,17,0,0.09,0.0,0
2021-10-24,59,46,52.5,2.1,12,0,0.76,0.0,0
2021-10-25,68,53,60.5,10.4,4,0,0.03,0.0,0
2021-10-26,56,44,50.0,0.3,15,0,0.01,0.0,0
2021-10-27,53,44,48.5,-0.9,16,0,T,0.0,0
2021-10-28,65,45,55.0,6.0,10,0,0.15,0.0,0
2021-10-29,54,47,50.5,1.8,14,0,1.19,0.0,0
2021-10-30,56,46,51.0,2.7,14,0,0.20,0.0,0
2021-10-31,59,49,54.0,6.1,11,0,0.01,0.0,0
