Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2023-02-01,28,12,20.0,-9.0,45,0,0.00,0.0,1
2023-02-02,36,15,25.5,-3.6,39,0,T,T,1
2023-02-03,31,5,18.0,-11.2,47,0,0.01,0.2,1
2023-02-04,39,5,22.0,-7.3,43,0,0.00,0.0,1
2023-02-05,50,38,44.0,14.5,21,0,0.00,0.0,T
2023-02-06,44,29,36.5,6.9,28,0,0.00,0.0,0
2023-02-07,56,26,41.0,11.2,24,0,0.03,0.0,0
2023-02-08,48,35,41.5,11.5,23,0,0.00,0.0,0
2023-02-09,70,40,55.0,24.9,10,0,0.09,0.0,0
2023-02-10,49,34,41.5,11.2,23,0,T,0.0,0
2023-02-11,42,25,33.5,3.0,31,0,0.00,0.0,0
2023-02-12,53,23,38.0,7.3,27,0,0.00,0.0,0
2023-02-13,55,27,41.0,10.1,24,0,0.00,0.0,0
2023-02-14,55,26,40.5,9.4,24,0,0.00,0.0,0
2023-02-15,71,50,60.5,29.2,4,0,T,0.0,0
2023-02-16,59,43,51.0,19.5,14,0,0.02,0.0,0
2023-02-17,60,21,40.5,8.7,24,0,0.15,T,0
2023-02-18,41,21,31.0,-1.0,34,0,0.00,0.0,0
2023-02-19,57,30,43.5,11.3,21,0,0.00,0.0,0
2023-02-20,52,42,47.0,14.5,18,0,0.07,0.0,0
2023-02-21,51,34,42.5,9.8,22,0,0.01,0.0,0
2023-02-22,60,31,45.5,12.5,19,0,0.49,T,0
2023-02-23,70,49,59.5,26.3,5,0,0.04,0.0,0
2023-02-24,49,23,36.0,2.5,29,0,0.00,0.0,0
2023-02-25,48,22,35.0,1.3,30,0,0.00,T,0
2023-02-26,49,29,39.0,5.0,26,0,0.00,0.0,0
2023-02-27,53,27,40.0,5.7,25,0,0.58,0.0,0
2023-02-28,52,32,42.0,7.5,23,0,0.05,0.0,0
