Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2023-07-01,81,67,74.0,1.5,0,9,0.39,0.0,0
2023-07-02,79,66,72.5,-0.2,0,8,1.09,0.0,0
2023-07-03,77,65,71.0,-1.8,0,6,0.07,0.0,0
2023-07-04,83,68,75.5,2.6,0,11,0.00,0.0,0
2023-07-05,89,63,76.0,3.1,0,11,0.00,0.0,0
2023-07-06,88,65,76.5,3.5,0,12,0.01,0.0,0
2023-07-07,82,68,75.0,1.9,0,10,0.00,0.0,0
2023-07-08,82,61,71.5,-1.7,0,7,0.00,0.0,0
2023-07-09,77,63,70.0,-3.2,0,5,1.37,0.0,0
2023-07-10,81,61,71.0,-2.2,0,6,0.00,0.0,0
2023-07-11,83,61,72.0,-1.3,0,7,0.00,0.0,0
2023-07-12,85,68,76.5,3.2,0,12,0.00,0.0,0
2023-07-13,87,68,77.5,4.2,0,13,0.07,0.0,0
2023-07-14,85,67,76.0,2.7,0,11,0.00,0.0,0
2023-07-15,86,65,75.5,2.1,0,11,0.01,0.0,0
2023-07-16,82,69,75.5,2.1,0,11,T,0.0,0
2023-07-17,82,65,73.5,0.1,0,9,0.01,0.0,0
2023-07-18,80,64,72.0,-1.3,0,7,T,0.0,0
2023-07-19,81,66,73.5,0.2,0,9,0.00,0.0,0
2023-07-20,84,60,72.0,-1.3,0,7,0.85,0.0,0
2023-07-21,79,63,71.0,-2.3,0,6,0.00,0.0,0
2023-07-22,81,57,69.0,-4.3,0,4,0.00,0.0,0
2023-07-23,85,60,72.5,-0.8,0,8,0.00,0.0,0
2023-07-24,84,61,72.5,-0.7,0,8,T,0.0,0
2023-07-25,80,65,72.5,-0.7,0,8,0.01,0.0,0
2023-07-26,88,65,76.5,3.3,0,12,0.00,0.0,0
2023-07-27,89,72,80.5,7.4,0,16,0.06,0.0,0
2023-07-28,91,72,81.5,8.4,0,17,0.01,0.0,0
2023-07-29,83,67,75.0,1.9,0,10,0.48,0.0,0
2023-07-30,81,62,71.5,-1.5,0,7,0.25,0.0,0
2023-07-31,80,60,70.0,-3.0,0,5,0.00,0.0,0
