Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2022-02-01,47,17,32.0,3.0,33,0,0.00,0.0,6
2022-02-02,48,29,38.5,9.4,26,0,0.26,0.0,6
2022-02-03,45,28,36.5,7.3,28,0,1.02,0.3,3
2022-02-04,28,18,23.0,-6.3,42,0,0.38,3.0,4
2022-02-05,20,11,15.5,-14.0,49,0,0.04,0.9,4
2022-02-06,32,6,19.0,-10.6,46,0,0.00,0.0,5
2022-02-07,42,17,29.5,-0.3,35,0,0.00,0.0,5
2022-02-08,30,20,25.0,-5.0,40,0,0.02,0.4,4
2022-02-09,49,23,36.0,5.9,29,0,T,0.0,4
2022-02-10,43,27,35.0,4.7,30,0,T,T,4
2022-02-11,56,24,40.0,9.5,25,0,0.01,0.0,3
2022-02-12,41,24,32.5,1.8,32,0,0.03,T,T
2022-02-13,26,16,21.0,-9.9,44,0,T,0.1,T
2022-02-14,22,10,16.0,-15.1,49,0,T,0.2,T
2022-02-15,35,9,22.0,-9.3,43,0,0.00,0.0,T
2022-02-16,59,27,43.0,11.5,22,0,0.00,0.0,0
2022-02-17,62,35,48.5,16.7,16,0,1.60,0.0,0
2022-02-18,35,20,27.5,-4.5,37,0,0.03,0.4,0
2022-02-19,30,13,21.5,-10.7,43,0,0.03,0.5,0
2022-02-20,48,11,29.5,-3.0,35,0,0.00,0.0,T
2022-02-21,62,40,51.0,18.3,14,0,0.00,0.0,0
2022-02-22,61,47,54.0,21.0,11,0,0.56,0.0,0
2022-02-23,58,27,42.5,9.3,22,0,0.05,T,0
2022-02-24,36,25,30.5,-3.0,34,0,0.35,T,0
2022-02-25,35,23,29.0,-4.7,36,0,0.72,T,0
2022-02-26,35,22,28.5,-5.5,36,0,T,T,0
2022-02-27,45,24,34.5,0.2,30,0,0.00,0.0,0
2022-02-28,41,24,32.5,-2.0,32,0,0.00,0.0,0
