Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2022-03-01,58,32,45.0,10.2,20,0,0.04,0.0,0
2022-03-02,53,30,41.5,6.4,23,0,T,0.0,0
2022-03-03,49,22,35.5,0.1,29,0,0.11,0.1,0
2022-03-04,42,16,29.0,-6.7,36,0,0.00,0.0,0
2022-03-05,72,31,51.5,15.5,13,0,0.00,0.0,0
2022-03-06,68,57,62.5,26.2,2,0,0.02,0.0,0
2022-03-07,62,35,48.5,11.9,16,0,0.56,T,0
2022-03-08,38,31,34.5,-2.4,30,0,0.01,T,0
2022-03-09,37,29,33.0,-4.2,32,0,0.30,3.0,0
2022-03-10,48,24,36.0,-1.5,29,0,0.00,0.0,1
2022-03-11,56,27,41.5,3.7,23,0,0.19,1.7,0
2022-03-12,30,15,22.5,-15.6,42,0,0.78,8.0,8
2022-03-13,36,9,22.5,-16.0,42,0,T,T,5
2022-03-14,57,28,42.5,3.7,22,0,0.00,0.0,4
2022-03-15,61,33,47.0,7.8,18,0,0.00,0.0,0
2022-03-16,68,37,52.5,13.0,12,0,0.00,0.0,0
2022-03-17,68,46,57.0,17.1,8,0,0.00,0.0,0
2022-03-18,70,43,56.5,16.3,8,0,0.06,0.0,0
2022-03-19,61,43,52.0,11.4,13,0,0.04,0.0,0
2022-03-20,52,37,44.5,3.6,20,0,0.05,0.0,0
2022-03-21,64,36,50.0,8.7,15,0,0.00,0.0,0
2022-03-22,54,43,48.5,6.8,16,0,T,0.0,0
2022-03-23,63,44,53.5,11.4,11,0,0.50,0.0,0
2022-03-24,60,44,52.0,9.5,13,0,T,0.0,0
2022-03-25,45,38,41.5,-1.4,23,0,0.03,0.0,0
2022-03-26,39,31,35.0,-8.2,30,0,0.16,0.9,0
2022-03-27,31,24,27.5,-16.1,37,0,0.25,2.5,1
2022-03-28,27,18,22.5,-21.6,42,0,0.04,0.9,0
2022-03-29,41,14,27.5,-17.0,37,0,0.00,0.0,0
2022-03-30,76,32,54.0,9.1,11,0,0.13,T,0
2022-03-31,71,41,56.0,10.7,9,0,0.04,0.0,0
