Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2022-08-01,80,62,71.0,-2.0,0,6,0.06,0.0,0
2022-08-02,84,67,75.5,2.6,0,11,T,0.0,0
2022-08-03,88,61,74.5,1.6,0,10,0.00,0.0,0
2022-08-04,88,71,79.5,6.7,0,15,0.02,0.0,0
2022-08-05,87,69,78.0,5.2,0,13,T,0.0,0
2022-08-06,82,69,75.5,2.8,0,11,0.31,0.0,0
2022-08-07,85,71,78.0,5.3,0,13,0.21,0.0,0
2022-08-08,85,71,78.0,5.4,0,13,T,0.0,0
2022-08-09,77,70,73.5,0.9,0,9,0.13,0.0,0
2022-08-10,74,65,69.5,-3.0,0,5,T,0.0,0
2022-08-11,79,59,69.0,-3.5,0,4,0.02,0.0,0
2022-08-12,79,57,68.0,-4.4,0,3,0.00,0.0,0
2022-08-13,78,51,64.5,-7.8,0,0,T,0.0,0
2022-08-14,71,61,66.0,-6.3,0,1,T,0.0,0
2022-08-15,75,59,67.0,-5.2,0,2,0.00,0.0,0
2022-08-16,78,62,70.0,-2.1,0,5,0.05,0.0,0
2022-08-17,78,61,69.5,-2.5,0,5,0.14,0.0,0
2022-08-18,82,55,68.5,-3.4,0,4,0.00,0.0,0
2022-08-19,85,58,71.5,-0.3,0,7,0.00,0.0,0
2022-08-20,87,62,74.5,2.8,0,10,0.17,0.0,0
2022-08-21,79,62,70.5,-1.1,0,6,1.58,0.0,0
2022-08-22,78,64,71.0,-0.4,0,6,0.57,0.0,0
2022-08-23,80,63,71.5,0.2,0,7,T,0.0,0
2022-08-24,83,61,72.0,0.8,0,7,0.00,0.0,0
2022-08-25,84,61,72.5,1.5,0,8,0.00,0.0,0
2022-08-26,82,67,74.5,3.7,0,10,0.05,0.0,0
2022-08-27,81,63,72.0,1.4,0,7,0.00,0.0,0
2022-08-28,87,59,73.0,2.5,0,8,0.00,0.0,0
2022-08-29,88,68,78.0,7.7,0,13,0.03,0.0,0
2022-08-30,77,64,70.5,0.4,0,6,0.05,0.0,0
2022-08-31,78,58,68.0,-1.8,0,3,0.00,0.0,0
