Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2023-10-01,80,57,68.5,9.4,0,4,0.00,0.0,0
2023-10-02,83,57,70.0,11.3,0,5,0.00,0.0,0
2023-10-03,85,58,71.5,13.2,0,7,0.00,0.0,0
2023-10-04,83,58,70.5,12.6,0,6,0.00,0.0,0
2023-10-05,82,59,70.5,13.0,0,6,T,0.0,0
2023-10-06,73,61,67.0,9.9,0,2,0.19,0.0,0
2023-10-07,61,47,54.0,-2.7,11,0,0.00,0.0,0
2023-10-08,56,45,50.5,-5.8,14,0,0.00,0.0,0
2023-10-09,59,44,51.5,-4.5,13,0,0.00,0.0,0
2023-10-10,62,44,53.0,-2.6,12,0,0.00,0.0,0
2023-10-11,67,48,57.5,2.3,7,0,0.00,0.0,0
2023-10-12,72,50,61.0,6.2,4,0,T,0.0,0
2023-10-13,67,48,57.5,3.1,7,0,0.00,0.0,0
2023-10-14,57,47,52.0,-2.1,13,0,0.61,0.0,0
2023-10-15,58,46,52.0,-1.7,13,0,0.06,0.0,0
2023-10-16,55,45,50.0,-3.3,15,0,0.03,0.0,0
2023-10-17,53,48,50.5,-2.5,14,0,T,0.0,0
2023-10-18,59,46,52.5,-0.1,12,0,0.00,0.0,0
2023-10-19,67,41,54.0,1.8,11,0,0.01,0.0,0
2023-10-20,58,53,55.5,3.6,9,0,0.54,0.0,0
2023-10-21,55,48,51.5,0.0,13,0,0.03,0.0,0
2023-10-22,54,37,45.5,-5.6,19,0,T,0.0,0
2023-10-23,62,33,47.5,-3.3,17,0,0.00,0.0,0
2023-10-24,76,40,58.0,7.6,7,0,0.00,0.0,0
2023-10-25,75,55,65.0,14.9,0,0,0.00,0.0,0
2023-10-26,72,53,62.5,12.8,2,0,0.00,0.0,0
2023-10-27,72,63,67.5,18.1,0,3,0.02,0.0,0
2023-10-28,68,56,62.0,13.0,3,0,0.01,0.0,0
2023-10-29,56,51,53.5,4.8,11,0,0.56,0.0,0
2023-10-30,55,37,46.0,-2.3,19,0,0.48,0.0,0
2023-10-31,44,34,39.0,-8.9,26,0,0.06,T,0
