Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2021-06-01,75,52,63.5,-2.0,1,0,0.00,0.0,0
2021-06-02,69,59,64.0,-1.8,1,0,0.12,0.0,0
2021-06-03,71,62,66.5,0.4,0,2,0.13,0.0,0
2021-06-04,80,61,70.5,4.1,0,6,0.00,0.0,0
2021-06-05,86,66,76.0,9.3,0,11,0.00,0.0,0
2021-06-06,87,62,74.5,7.5,0,10,0.00,0.0,0
2021-06-07,88,69,78.5,11.2,0,14,0.80,0.0,0
2021-06-08,84,70,77.0,9.5,0,12,0.03,0.0,0
2021-06-09,82,68,75.0,7.2,0,10,0.01,0.0,0
2021-06-10,84,66,75.0,6.9,0,10,T,0.0,0
2021-06-11,76,65,70.5,2.1,0,6,0.02,0.0,0
2021-06-12,84,60,72.0,3.4,0,7,0.00,0.0,0
2021-06-13,87,65,76.0,7.1,0,11,0.44,0.0,0
2021-06-14,81,58,69.5,0.3,0,5,0.35,0.0,0
2021-06-15,75,56,65.5,-3.9,0,1,T,0.0,0
2021-06-16,72,48,60.0,-9.7,5,0,0.00,0.0,0
2021-06-17,77,45,61.0,-8.9,4,0,0.00,0.0,0
2021-06-18,80,57,68.5,-1.7,0,4,T,0.0,0
2021-06-19,77,68,72.5,2.1,0,8,0.17,0.0,0
2021-06-20,86,66,76.0,5.4,0,11,T,0.0,0
2021-06-21,85,63,74.0,3.1,0,9,0.93,0.0,0
2021-06-22,66,49,57.5,-13.6,7,0,0.01,0.0,0
2021-06-23,76,45,60.5,-10.8,4,0,0.00,0.0,0
2021-06-24,81,53,67.0,-4.5,0,2,0.00,0.0,0
2021-06-25,82,62,72.0,0.4,0,7,0.00,0.0,0
2021-06-26,84,67,75.5,3.7,0,11,0.00,0.0,0
2021-06-27,88,68,78.0,6.0,0,13,0.00,0.0,0
2021-06-28,92,70,81.0,8.9,0,16,T,0.0,0
2021-06-29,92,72,82.0,9.7,0,17,0.00,0.0,0
2021-06-30,85,68,76.5,4.1,0,12,1.28,0.0,0
