Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2024-03-01,52,25,38.5,3.7,26,0,0.04,0.0,0
2024-03-02,53,42,47.5,12.4,17,0,0.36,0.0,0
2024-03-03,66,46,56.0,20.6,9,0,0.00,0.0,0
2024-03-04,74,42,58.0,22.3,7,0,0.00,0.0,0
2024-03-05,75,49,62.0,26.0,3,0,0.16,0.0,0
2024-03-06,62,48,55.0,18.7,10,0,0.36,0.0,0
2024-03-07,50,42,46.0,9.4,19,0,T,0.0,0
2024-03-08,65,43,54.0,17.1,11,0,0.00,0.0,0
2024-03-09,56,41,48.5,11.3,16,0,0.64,0.0,0
2024-03-10,41,31,36.0,-1.5,29,0,0.07,0.4,0
2024-03-11,52,30,41.0,3.2,24,0,0.00,0.0,T
2024-03-12,68,45,56.5,18.4,8,0,0.00,0.0,0
2024-03-13,71,46,58.5,20.0,6,0,0.00,0.0,0
2024-03-14,74,45,59.5,20.7,5,0,0.01,0.0,0
2024-03-15,61,41,51.0,11.8,14,0,0.01,0.0,0
2024-03-16,61,33,47.0,7.5,18,0,T,0.0,0
2024-03-17,56,34,45.0,5.1,20,0,0.04,0.0,0
2024-03-18,36,28,32.0,-8.2,33,0,T,T,0
2024-03-19,47,29,38.0,-2.6,27,0,0.02,0.1,T
2024-03-20,50,27,38.5,-2.4,26,0,T,T,0
2024-03-21,41,22,31.5,-9.8,33,0,0.00,T,0
2024-03-22,54,24,39.0,-2.7,26,0,0.15,0.0,0
2024-03-23,43,30,36.5,-5.6,28,0,0.21,T,0
2024-03-24,48,23,35.5,-7.0,29,0,0.00,0.0,0
2024-03-25,67,36,51.5,8.6,13,0,0.00,0.0,0
2024-03-26,54,39,46.5,3.3,18,0,0.98,0.0,0
2024-03-27,61,42,51.5,7.9,13,0,0.00,0.0,0
2024-03-28,52,31,41.5,-2.6,23,0,0.00,0.0,0
2024-03-29,53,36,44.5,0.0,20,0,0.00,0.0,0
2024-03-30,59,31,45.0,0.1,20,0,0.20,0.0,0
2024-03-31,59,45,52.0,6.7,13,0,0.00,0.0,0
