Date,Max Temp,Min Temp,Mean Temp,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2021-05-01,63,32,47.5,-9.7,17,0,0.00,0.0,0
2021-05-02,79,59,69.0,11.5,0,4,0.00,0.0,0
2021-05-03,68,56,62.0,4.2,3,0,0.45,0.0,0
2021-05-04,72,58,65.0,7.0,0,0,0.24,0.0,0
2021-05-05,58,41,49.5,-8.8,15,0,0.28,0.0,0
2021-05-06,58,36,47.0,-11.6,18,0,0.00,0.0,0
2021-05-07,53,42,47.5,-11.4,17,0,0.18,0.0,0
2021-05-08,52,40,46.0,-13.2,19,0,T,0.0,0
2021-05-09,43,39,41.0,-18.4,24,0,1.17,0.0,0
2021-05-10,59,39,49.0,-10.7,16,0,0.00,0.0,0
2021-05-11,56,38,47.0,-13.0,18,0,T,0.0,0
2021-05-12,63,35,49.0,-11.2,16,0,0.00,0.0,0
2021-05-13,65,36,50.5,-10.0,14,0,0.00,0.0,0
2021-05-14,69,37,53.0,-7.7,12,0,0.00,0.0,0
2021-05-15,70,39,54.5,-6.5,10,0,0.00,0.0,0
2021-05-16,69,50,59.5,-1.8,5,0,0.00,0.0,0
2021-05-17,73,46,59.5,-2.0,5,0,0.00,0.0,0
2021-05-18,79,46,62.5,0.7,2,0,0.00,0.0,0
2021-05-19,82,49,65.5,3.5,0,1,0.00,0.0,0
2021-05-20,85,55,70.0,7.7,0,5,0.00,0.0,0
2021-05-21,85,59,72.0,9.4,0,7,0.00,0.0,0
2021-05-22,82,60,71.0,8.2,0,6,T,0.0,0
2021-05-23,87,64,75.5,12.4,0,11,0.00,0.0,0
2021-05-24,77,67,72.0,8.7,0,7,0.02,0.0,0
2021-05-25,87,63,75.0,11.4,0,10,0.00,0.0,0
2021-05-26,85,65,75.0,11.1,0,10,0.20,0.0,0
2021-05-27,74,57,65.5,1.3,0,1,0.00,0.0,0
2021-05-28,64,48,56.0,-8.4,9,0,0.49,0.0,0
2021-05-29,51,47,49.0,-15.7,16,0,0.06,0.0,0
2021-05-30,56,47,51.5,-13.5,13,0,0.00,0.0,0
2021-05-31,71,45,58.0,-7.3,7,0,0.00,0.0,0
