datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr
1/1/2025 5:00:00 AM,1/1/2025 12:00:00 AM,51288,WESTERN HUB,,,HUB,,19.730000,19.929348,-0.006033,0.203715,True,1
1/1/2025 6:00:00 AM,1/1/2025 1:00:00 AM,51288,WESTERN HUB,,,HUB,,19.990000,20.164973,-0.011085,0.182725,True,1
1/1/2025 7:00:00 AM,1/1/2025 2:00:00 AM,51288,WESTERN HUB,,,HUB,,19.070000,19.278767,-0.002422,0.208689,True,1
1/1/2025 8:00:00 AM,1/1/2025 3:00:00 AM,51288,WESTERN HUB,,,HUB,,19.210000,19.420208,-0.005825,0.213533,True,1
1/1/2025 9:00:00 AM,1/1/2025 4:00:00 AM,51288,WESTERN HUB,,,HUB,,19.380000,19.565295,-0.009471,0.195598,True,1
1/1/2025 10:00:00 AM,1/1/2025 5:00:00 AM,51288,WESTERN HUB,,,HUB,,19.420000,19.583984,-0.021554,0.190538,True,1
1/1/2025 11:00:00 AM,1/1/2025 6:00:00 AM,51288,WESTERN HUB,,,HUB,,19.130000,19.262664,-0.083221,0.214218,True,1
1/1/2025 12:00:00 PM,1/1/2025 7:00:00 AM,51288,WESTERN HUB,,,HUB,,19.590000,19.809183,0.006198,0.217985,True,1
1/1/2025 1:00:00 PM,1/1/2025 8:00:00 AM,51288,WESTERN HUB,,,HUB,,19.070000,19.261241,0.012474,0.180434,True,1
1/1/2025 2:00:00 PM,1/1/2025 9:00:00 AM,51288,WESTERN HUB,,,HUB,,18.290000,18.449921,-0.024861,0.181449,True,1
1/1/2025 3:00:00 PM,1/1/2025 10:00:00 AM,51288,WESTERN HUB,,,HUB,,18.820000,20.929288,1.926467,0.185321,True,1
1/1/2025 4:00:00 PM,1/1/2025 11:00:00 AM,51288,WESTERN HUB,,,HUB,,21.920000,22.696093,0.563715,0.210711,True,1
1/1/2025 5:00:00 PM,1/1/2025 12:00:00 PM,51288,WESTERN HUB,,,HUB,,22.110000,22.768046,0.431267,0.224279,True,1
1/1/2025 6:00:00 PM,1/1/2025 1:00:00 PM,51288,WESTERN HUB,,,HUB,,20.620000,21.585234,0.744340,0.219227,True,1
1/1/2025 7:00:00 PM,1/1/2025 2:00:00 PM,51288,WESTERN HUB,,,HUB,,20.750000,20.993541,0.004566,0.234808,True,1
1/1/2025 8:00:00 PM,1/1/2025 3:00:00 PM,51288,WESTERN HUB,,,HUB,,21.180000,21.446753,-0.000972,0.267725,True,1
1/1/2025 9:00:00 PM,1/1/2025 4:00:00 PM,51288,WESTERN HUB,,,HUB,,25.540000,25.915572,-0.018950,0.394522,True,1
1/1/2025 10:00:00 PM,1/1/2025 5:00:00 PM,51288,WESTERN HUB,,,HUB,,31.990000,32.451882,-0.060781,0.520164,True,1
1/1/2025 11:00:00 PM,1/1/2025 6:00:00 PM,51288,WESTERN HUB,,,HUB,,31.410000,31.793306,-0.023429,0.410068,True,1
1/2/2025 12:00:00 AM,1/1/2025 7:00:00 PM,51288,WESTERN HUB,,,HUB,,31.870000,32.258280,-0.007908,0.399521,True,1
1/2/2025 1:00:00 AM,1/1/2025 8:00:00 PM,51288,WESTERN HUB,,,HUB,,33.690000,34.080980,0.008490,0.378323,True,1
1/2/2025 2:00:00 AM,1/1/2025 9:00:00 PM,51288,WESTERN HUB,,,HUB,,28.990000,29.280129,0.002500,0.290129,True,1
1/2/2025 3:00:00 AM,1/1/2025 10:00:00 PM,51288,WESTERN HUB,,,HUB,,26.220000,26.475225,0.000000,0.251058,True,1
1/2/2025 4:00:00 AM,1/1/2025 11:00:00 PM,51288,WESTERN HUB,,,HUB,,23.500000,23.776119,0.000000,0.273619,True,1
1/2/2025 5:00:00 AM,1/2/2025 12:00:00 AM,51288,WESTERN HUB,,,HUB,,27.840000,28.087716,-0.003212,0.247594,True,1
1/2/2025 6:00:00 AM,1/2/2025 1:00:00 AM,51288,WESTERN HUB,,,HUB,,25.330000,25.546258,0.000000,0.212924,True,1
1/2/2025 7:00:00 AM,1/2/2025 2:00:00 AM,51288,WESTERN HUB,,,HUB,,25.810000,26.041154,0.000000,0.233654,True,1
1/2/2025 8:00:00 AM,1/2/2025 3:00:00 AM,51288,WESTERN HUB,,,HUB,,26.350000,26.590424,-0.003846,0.240936,True,1
1/2/2025 9:00:00 AM,1/2/2025 4:00:00 AM,51288,WESTERN HUB,,,HUB,,25.980000,26.214660,-0.002674,0.233167,True,1
1/2/2025 10:00:00 AM,1/2/2025 5:00:00 AM,51288,WESTERN HUB,,,HUB,,30.110000,30.339400,-0.002908,0.237308,True,1
1/2/2025 11:00:00 AM,1/2/2025 6:00:00 AM,51288,WESTERN HUB,,,HUB,,30.870000,31.181327,0.000000,0.316327,True,1
1/2/2025 12:00:00 PM,1/2/2025 7:00:00 AM,51288,WESTERN HUB,,,HUB,,58.300000,58.934442,-0.044505,0.676447,True,1
1/2/2025 1:00:00 PM,1/2/2025 8:00:00 AM,51288,WESTERN HUB,,,HUB,,39.930000,40.295363,-0.025148,0.388010,True,1
1/2/2025 2:00:00 PM,1/2/2025 9:00:00 AM,51288,WESTERN HUB,,,HUB,,33.920000,34.236214,-0.084106,0.401153,True,1
1/2/2025 3:00:00 PM,1/2/2025 10:00:00 AM,51288,WESTERN HUB,,,HUB,,34.340000,34.688436,-0.095208,0.441144,True,1
1/2/2025 4:00:00 PM,1/2/2025 11:00:00 AM,51288,WESTERN HUB,,,HUB,,30.630000,31.177855,-0.016658,0.562846,True,1
1/2/2025 5:00:00 PM,1/2/2025 12:00:00 PM,51288,WESTERN HUB,,,HUB,,33.310000,33.864946,-0.081215,0.637829,True,1
1/2/2025 6:00:00 PM,1/2/2025 1:00:00 PM,51288,WESTERN HUB,,,HUB,,37.240000,42.944119,5.028478,0.676474,True,1
1/2/2025 7:00:00 PM,1/2/2025 2:00:00 PM,51288,WESTERN HUB,,,HUB,,31.330000,32.351691,0.440043,0.579981,True,1
1/2/2025 8:00:00 PM,1/2/2025 3:00:00 PM,51288,WESTERN HUB,,,HUB,,30.750000,31.353957,-0.044661,0.646118,True,1
1/2/2025 9:00:00 PM,1/2/2025 4:00:00 PM,51288,WESTERN HUB,,,HUB,,57.040000,58.198426,-0.060634,1.215727,True,1
1/2/2025 10:00:00 PM,1/2/2025 5:00:00 PM,51288,WESTERN HUB,,,HUB,,112.580000,114.494664,-0.710730,2.624561,True,1
1/2/2025 11:00:00 PM,1/2/2025 6:00:00 PM,51288,WESTERN HUB,,,HUB,,46.950000,47.738592,-0.070894,0.861986,True,1
1/3/2025 12:00:00 AM,1/2/2025 7:00:00 PM,51288,WESTERN HUB,,,HUB,,47.510000,48.133132,-0.037057,0.658522,True,1
1/3/2025 1:00:00 AM,1/2/2025 8:00:00 PM,51288,WESTERN HUB,,,HUB,,56.330000,57.037749,-0.065478,0.769893,True,1
1/3/2025 2:00:00 AM,1/2/2025 9:00:00 PM,51288,WESTERN HUB,,,HUB,,46.370000,47.111439,0.000000,0.743105,True,1
1/3/2025 3:00:00 AM,1/2/2025 10:00:00 PM,51288,WESTERN HUB,,,HUB,,33.020000,33.860546,0.131528,0.713184,True,1
1/3/2025 4:00:00 AM,1/2/2025 11:00:00 PM,51288,WESTERN HUB,,,HUB,,31.380000,34.246587,2.127873,0.737047,True,1
1/3/2025 5:00:00 AM,1/3/2025 12:00:00 AM,51288,WESTERN HUB,,,HUB,,27.550000,29.744400,1.479262,0.713471,True,1
1/3/2025 6:00:00 AM,1/3/2025 1:00:00 AM,51288,WESTERN HUB,,,HUB,,29.640000,31.914825,1.526198,0.751127,True,1
1/3/2025 7:00:00 AM,1/3/2025 2:00:00 AM,51288,WESTERN HUB,,,HUB,,26.180000,28.834053,1.965530,0.686023,True,1
1/3/2025 8:00:00 AM,1/3/2025 3:00:00 AM,51288,WESTERN HUB,,,HUB,,28.250000,31.323714,2.293125,0.782256,True,1
1/3/2025 9:00:00 AM,1/3/2025 4:00:00 AM,51288,WESTERN HUB,,,HUB,,28.540000,31.054704,1.623429,0.889608,True,1
1/3/2025 10:00:00 AM,1/3/2025 5:00:00 AM,51288,WESTERN HUB,,,HUB,,26.770000,28.199495,0.525061,0.900268,True,1
1/3/2025 11:00:00 AM,1/3/2025 6:00:00 AM,51288,WESTERN HUB,,,HUB,,71.390000,79.181004,5.353360,2.440977,True,1
1/3/2025 12:00:00 PM,1/3/2025 7:00:00 AM,51288,WESTERN HUB,,,HUB,,65.020000,71.689098,4.245916,2.424849,True,1
1/3/2025 1:00:00 PM,1/3/2025 8:00:00 AM,51288,WESTERN HUB,,,HUB,,51.800000,55.230497,1.449077,1.981421,True,1
1/3/2025 2:00:00 PM,1/3/2025 9:00:00 AM,51288,WESTERN HUB,,,HUB,,47.210000,48.615857,-0.363906,1.768096,True,1
1/3/2025 3:00:00 PM,1/3/2025 10:00:00 AM,51288,WESTERN HUB,,,HUB,,34.090000,35.192394,-0.182248,1.282142,True,1
1/3/2025 4:00:00 PM,1/3/2025 11:00:00 AM,51288,WESTERN HUB,,,HUB,,30.750000,31.674252,-0.233299,1.162551,True,1
1/3/2025 5:00:00 PM,1/3/2025 12:00:00 PM,51288,WESTERN HUB,,,HUB,,31.190000,33.953747,1.656830,1.104417,True,1
1/3/2025 6:00:00 PM,1/3/2025 1:00:00 PM,51288,WESTERN HUB,,,HUB,,39.950000,46.374716,5.200057,1.229660,True,1
1/3/2025 7:00:00 PM,1/3/2025 2:00:00 PM,51288,WESTERN HUB,,,HUB,,36.820000,41.531436,3.678313,1.038123,True,1
1/3/2025 8:00:00 PM,1/3/2025 3:00:00 PM,51288,WESTERN HUB,,,HUB,,34.000000,35.256092,0.260929,0.992663,True,1
1/3/2025 9:00:00 PM,1/3/2025 4:00:00 PM,51288,WESTERN HUB,,,HUB,,32.470000,33.473254,0.072084,0.932004,True,1
1/3/2025 10:00:00 PM,1/3/2025 5:00:00 PM,51288,WESTERN HUB,,,HUB,,45.170000,47.860435,1.412556,1.277046,True,1
1/3/2025 11:00:00 PM,1/3/2025 6:00:00 PM,51288,WESTERN HUB,,,HUB,,44.430000,45.719005,0.120144,1.171361,True,1
1/4/2025 12:00:00 AM,1/3/2025 7:00:00 PM,51288,WESTERN HUB,,,HUB,,39.870000,40.879070,0.030217,0.981352,True,1
1/4/2025 1:00:00 AM,1/3/2025 8:00:00 PM,51288,WESTERN HUB,,,HUB,,38.820000,40.087576,0.311589,0.957654,True,1
1/4/2025 2:00:00 AM,1/3/2025 9:00:00 PM,51288,WESTERN HUB,,,HUB,,35.960000,37.977985,1.192960,0.822524,True,1
1/4/2025 3:00:00 AM,1/3/2025 10:00:00 PM,51288,WESTERN HUB,,,HUB,,33.240000,34.725146,0.736927,0.748219,True,1
1/4/2025 4:00:00 AM,1/3/2025 11:00:00 PM,51288,WESTERN HUB,,,HUB,,32.390000,33.923410,0.875165,0.663245,True,1
1/4/2025 5:00:00 AM,1/4/2025 12:00:00 AM,51288,WESTERN HUB,,,HUB,,46.970000,49.275380,1.459097,0.849616,True,1
1/4/2025 6:00:00 AM,1/4/2025 1:00:00 AM,51288,WESTERN HUB,,,HUB,,36.920000,38.065537,0.523325,0.619712,True,1
1/4/2025 7:00:00 AM,1/4/2025 2:00:00 AM,51288,WESTERN HUB,,,HUB,,34.480000,35.697967,0.682465,0.533002,True,1
1/4/2025 8:00:00 AM,1/4/2025 3:00:00 AM,51288,WESTERN HUB,,,HUB,,34.260000,35.076396,0.356858,0.456205,True,1
1/4/2025 9:00:00 AM,1/4/2025 4:00:00 AM,51288,WESTERN HUB,,,HUB,,36.360000,37.037142,0.234505,0.441804,True,1
1/4/2025 10:00:00 AM,1/4/2025 5:00:00 AM,51288,WESTERN HUB,,,HUB,,34.550000,35.915510,0.944722,0.420788,True,1
1/4/2025 11:00:00 AM,1/4/2025 6:00:00 AM,51288,WESTERN HUB,,,HUB,,31.170000,32.376674,0.898585,0.311422,True,1
1/4/2025 12:00:00 PM,1/4/2025 7:00:00 AM,51288,WESTERN HUB,,,HUB,,31.620000,32.391899,0.483342,0.288557,True,1
1/4/2025 1:00:00 PM,1/4/2025 8:00:00 AM,51288,WESTERN HUB,,,HUB,,32.000000,32.165215,-0.007734,0.176283,True,1
1/4/2025 2:00:00 PM,1/4/2025 9:00:00 AM,51288,WESTERN HUB,,,HUB,,29.230000,29.497525,0.000000,0.270858,True,1
1/4/2025 3:00:00 PM,1/4/2025 10:00:00 AM,51288,WESTERN HUB,,,HUB,,34.420000,35.220579,0.352005,0.451908,True,1
1/4/2025 4:00:00 PM,1/4/2025 11:00:00 AM,51288,WESTERN HUB,,,HUB,,41.890000,47.240142,4.775344,0.577298,True,1
1/4/2025 5:00:00 PM,1/4/2025 12:00:00 PM,51288,WESTERN HUB,,,HUB,,33.210000,33.675276,0.000000,0.467776,True,1
1/4/2025 6:00:00 PM,1/4/2025 1:00:00 PM,51288,WESTERN HUB,,,HUB,,33.020000,37.443971,3.880952,0.542186,True,1
1/4/2025 7:00:00 PM,1/4/2025 2:00:00 PM,51288,WESTERN HUB,,,HUB,,29.550000,31.240223,1.203003,0.488054,True,1
1/4/2025 8:00:00 PM,1/4/2025 3:00:00 PM,51288,WESTERN HUB,,,HUB,,31.920000,32.522846,0.010981,0.594365,True,1
1/4/2025 9:00:00 PM,1/4/2025 4:00:00 PM,51288,WESTERN HUB,,,HUB,,34.780000,35.294356,0.000000,0.519356,True,1
1/4/2025 10:00:00 PM,1/4/2025 5:00:00 PM,51288,WESTERN HUB,,,HUB,,46.730000,48.226491,0.884879,0.610779,True,1
1/4/2025 11:00:00 PM,1/4/2025 6:00:00 PM,51288,WESTERN HUB,,,HUB,,49.660000,51.418375,1.125626,0.635249,True,1
1/5/2025 12:00:00 AM,1/4/2025 7:00:00 PM,51288,WESTERN HUB,,,HUB,,42.310000,43.858919,0.971908,0.574512,True,1
1/5/2025 1:00:00 AM,1/4/2025 8:00:00 PM,51288,WESTERN HUB,,,HUB,,97.090000,106.403823,7.814254,1.502069,True,1
1/5/2025 2:00:00 AM,1/4/2025 9:00:00 PM,51288,WESTERN HUB,,,HUB,,38.190000,39.275132,0.501219,0.579746,True,1
1/5/2025 3:00:00 AM,1/4/2025 10:00:00 PM,51288,WESTERN HUB,,,HUB,,36.980000,36.363305,-1.090252,0.476890,True,1
1/5/2025 4:00:00 AM,1/4/2025 11:00:00 PM,51288,WESTERN HUB,,,HUB,,36.380000,36.521821,-0.381467,0.521621,True,1
1/5/2025 5:00:00 AM,1/5/2025 12:00:00 AM,51288,WESTERN HUB,,,HUB,,38.380000,39.059234,0.072578,0.603322,True,1
1/5/2025 6:00:00 AM,1/5/2025 1:00:00 AM,51288,WESTERN HUB,,,HUB,,34.170000,34.669607,-0.004054,0.506161,True,1
1/5/2025 7:00:00 AM,1/5/2025 2:00:00 AM,51288,WESTERN HUB,,,HUB,,33.490000,33.981231,0.007283,0.485614,True,1
1/5/2025 8:00:00 AM,1/5/2025 3:00:00 AM,51288,WESTERN HUB,,,HUB,,33.940000,34.705736,0.305599,0.465137,True,1
1/5/2025 9:00:00 AM,1/5/2025 4:00:00 AM,51288,WESTERN HUB,,,HUB,,33.650000,34.302566,0.151987,0.502246,True,1
1/5/2025 10:00:00 AM,1/5/2025 5:00:00 AM,51288,WESTERN HUB,,,HUB,,42.270000,44.347543,1.534941,0.543435,True,1
