datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
5/18/2025 5:00:00 AM,5/18/2025 1:00:00 AM,Solar,22,0.000,True
5/18/2025 5:00:00 AM,5/18/2025 1:00:00 AM,Storage,0,0.000,False
5/18/2025 5:00:00 AM,5/18/2025 1:00:00 AM,Wind,5156,0.067,True
5/18/2025 4:00:00 AM,5/18/2025 12:00:00 AM,Coal,9456,0.120,False
5/18/2025 4:00:00 AM,5/18/2025 12:00:00 AM,Gas,31950,0.406,False
5/18/2025 4:00:00 AM,5/18/2025 12:00:00 AM,Hydro,1632,0.020,True
5/18/2025 4:00:00 AM,5/18/2025 12:00:00 AM,Multiple Fuels,1031,0.013,False
5/18/2025 4:00:00 AM,5/18/2025 12:00:00 AM,Nuclear,28710,0.365,False
5/18/2025 4:00:00 AM,5/18/2025 12:00:00 AM,Oil,221,0.002,False
5/18/2025 4:00:00 AM,5/18/2025 12:00:00 AM,Other Renewables,584,0.007,True
5/18/2025 4:00:00 AM,5/18/2025 12:00:00 AM,Solar,22,0.000,True
5/18/2025 4:00:00 AM,5/18/2025 12:00:00 AM,Storage,0,0.000,False
5/18/2025 4:00:00 AM,5/18/2025 12:00:00 AM,Wind,5014,0.063,True
5/18/2025 3:00:00 AM,5/17/2025 11:00:00 PM,Coal,9926,0.119,False
5/18/2025 3:00:00 AM,5/17/2025 11:00:00 PM,Gas,35514,0.426,False
5/18/2025 3:00:00 AM,5/17/2025 11:00:00 PM,Hydro,1830,0.021,True
5/18/2025 3:00:00 AM,5/17/2025 11:00:00 PM,Multiple Fuels,1153,0.013,False
5/18/2025 3:00:00 AM,5/17/2025 11:00:00 PM,Nuclear,28833,0.346,False
5/18/2025 3:00:00 AM,5/17/2025 11:00:00 PM,Oil,375,0.004,False
5/18/2025 3:00:00 AM,5/17/2025 11:00:00 PM,Other Renewables,587,0.007,True
5/18/2025 3:00:00 AM,5/17/2025 11:00:00 PM,Solar,22,0.000,True
5/18/2025 3:00:00 AM,5/17/2025 11:00:00 PM,Storage,0,0.000,False
5/18/2025 3:00:00 AM,5/17/2025 11:00:00 PM,Wind,5057,0.060,True
5/18/2025 2:00:00 AM,5/17/2025 10:00:00 PM,Coal,10081,0.113,False
5/18/2025 2:00:00 AM,5/17/2025 10:00:00 PM,Gas,37702,0.423,False
5/18/2025 2:00:00 AM,5/17/2025 10:00:00 PM,Hydro,3884,0.043,True
5/18/2025 2:00:00 AM,5/17/2025 10:00:00 PM,Multiple Fuels,1242,0.014,False
5/18/2025 2:00:00 AM,5/17/2025 10:00:00 PM,Nuclear,29170,0.327,False
5/18/2025 2:00:00 AM,5/17/2025 10:00:00 PM,Oil,857,0.009,False
5/18/2025 2:00:00 AM,5/17/2025 10:00:00 PM,Other Renewables,588,0.006,True
5/18/2025 2:00:00 AM,5/17/2025 10:00:00 PM,Solar,22,0.000,True
5/18/2025 2:00:00 AM,5/17/2025 10:00:00 PM,Storage,0,0.000,False
5/18/2025 2:00:00 AM,5/17/2025 10:00:00 PM,Wind,5453,0.061,True
5/18/2025 1:00:00 AM,5/17/2025 9:00:00 PM,Coal,10412,0.111,False
5/18/2025 1:00:00 AM,5/17/2025 9:00:00 PM,Gas,39948,0.426,False
5/18/2025 1:00:00 AM,5/17/2025 9:00:00 PM,Hydro,5045,0.053,True
5/18/2025 1:00:00 AM,5/17/2025 9:00:00 PM,Multiple Fuels,1309,0.014,False
5/18/2025 1:00:00 AM,5/17/2025 9:00:00 PM,Nuclear,29459,0.314,False
5/18/2025 1:00:00 AM,5/17/2025 9:00:00 PM,Oil,962,0.010,False
5/18/2025 1:00:00 AM,5/17/2025 9:00:00 PM,Other Renewables,592,0.006,True
5/18/2025 1:00:00 AM,5/17/2025 9:00:00 PM,Solar,23,0.000,True
5/18/2025 1:00:00 AM,5/17/2025 9:00:00 PM,Storage,0,0.000,False
5/18/2025 1:00:00 AM,5/17/2025 9:00:00 PM,Wind,5973,0.063,True
5/18/2025 12:00:00 AM,5/17/2025 8:00:00 PM,Coal,10343,0.108,False
5/18/2025 12:00:00 AM,5/17/2025 8:00:00 PM,Gas,40046,0.419,False
5/18/2025 12:00:00 AM,5/17/2025 8:00:00 PM,Hydro,5164,0.054,True
5/18/2025 12:00:00 AM,5/17/2025 8:00:00 PM,Multiple Fuels,1211,0.012,False
5/18/2025 12:00:00 AM,5/17/2025 8:00:00 PM,Nuclear,29427,0.308,False
5/18/2025 12:00:00 AM,5/17/2025 8:00:00 PM,Oil,1073,0.011,False
5/18/2025 12:00:00 AM,5/17/2025 8:00:00 PM,Other Renewables,589,0.006,True
5/18/2025 12:00:00 AM,5/17/2025 8:00:00 PM,Solar,247,0.002,True
5/18/2025 12:00:00 AM,5/17/2025 8:00:00 PM,Storage,1,0.000,False
5/18/2025 12:00:00 AM,5/17/2025 8:00:00 PM,Wind,7343,0.076,True
5/17/2025 11:00:00 PM,5/17/2025 7:00:00 PM,Coal,10169,0.105,False
5/17/2025 11:00:00 PM,5/17/2025 7:00:00 PM,Gas,39314,0.406,False
5/17/2025 11:00:00 PM,5/17/2025 7:00:00 PM,Hydro,5129,0.053,True
5/17/2025 11:00:00 PM,5/17/2025 7:00:00 PM,Multiple Fuels,1086,0.011,False
5/17/2025 11:00:00 PM,5/17/2025 7:00:00 PM,Nuclear,29252,0.302,False
5/17/2025 11:00:00 PM,5/17/2025 7:00:00 PM,Oil,1082,0.011,False
5/17/2025 11:00:00 PM,5/17/2025 7:00:00 PM,Other Renewables,582,0.006,True
5/17/2025 11:00:00 PM,5/17/2025 7:00:00 PM,Solar,2002,0.020,True
5/17/2025 11:00:00 PM,5/17/2025 7:00:00 PM,Storage,14,0.000,False
5/17/2025 11:00:00 PM,5/17/2025 7:00:00 PM,Wind,8212,0.084,True
5/17/2025 10:00:00 PM,5/17/2025 6:00:00 PM,Coal,10069,0.102,False
5/17/2025 10:00:00 PM,5/17/2025 6:00:00 PM,Gas,38729,0.392,False
5/17/2025 10:00:00 PM,5/17/2025 6:00:00 PM,Hydro,4416,0.044,True
5/17/2025 10:00:00 PM,5/17/2025 6:00:00 PM,Multiple Fuels,1009,0.010,False
5/17/2025 10:00:00 PM,5/17/2025 6:00:00 PM,Nuclear,29156,0.295,False
5/17/2025 10:00:00 PM,5/17/2025 6:00:00 PM,Oil,849,0.008,False
5/17/2025 10:00:00 PM,5/17/2025 6:00:00 PM,Other Renewables,575,0.005,True
5/17/2025 10:00:00 PM,5/17/2025 6:00:00 PM,Solar,5322,0.053,True
5/17/2025 10:00:00 PM,5/17/2025 6:00:00 PM,Storage,15,0.000,False
5/17/2025 10:00:00 PM,5/17/2025 6:00:00 PM,Wind,8639,0.087,True
5/17/2025 9:00:00 PM,5/17/2025 5:00:00 PM,Coal,9575,0.097,False
5/17/2025 9:00:00 PM,5/17/2025 5:00:00 PM,Gas,37224,0.377,False
5/17/2025 9:00:00 PM,5/17/2025 5:00:00 PM,Hydro,4022,0.040,True
5/17/2025 9:00:00 PM,5/17/2025 5:00:00 PM,Multiple Fuels,790,0.008,False
5/17/2025 9:00:00 PM,5/17/2025 5:00:00 PM,Nuclear,29133,0.295,False
5/17/2025 9:00:00 PM,5/17/2025 5:00:00 PM,Oil,512,0.005,False
5/17/2025 9:00:00 PM,5/17/2025 5:00:00 PM,Other Renewables,565,0.005,True
5/17/2025 9:00:00 PM,5/17/2025 5:00:00 PM,Solar,7797,0.079,True
5/17/2025 9:00:00 PM,5/17/2025 5:00:00 PM,Storage,13,0.000,False
5/17/2025 9:00:00 PM,5/17/2025 5:00:00 PM,Wind,8916,0.090,True
5/17/2025 8:00:00 PM,5/17/2025 4:00:00 PM,Coal,9513,0.098,False
5/17/2025 8:00:00 PM,5/17/2025 4:00:00 PM,Gas,35090,0.361,False
5/17/2025 8:00:00 PM,5/17/2025 4:00:00 PM,Hydro,4016,0.041,True
5/17/2025 8:00:00 PM,5/17/2025 4:00:00 PM,Multiple Fuels,516,0.005,False
5/17/2025 8:00:00 PM,5/17/2025 4:00:00 PM,Nuclear,29110,0.300,False
5/17/2025 8:00:00 PM,5/17/2025 4:00:00 PM,Oil,432,0.004,False
5/17/2025 8:00:00 PM,5/17/2025 4:00:00 PM,Other Renewables,547,0.005,True
5/17/2025 8:00:00 PM,5/17/2025 4:00:00 PM,Solar,8863,0.091,True
5/17/2025 8:00:00 PM,5/17/2025 4:00:00 PM,Storage,0,0.000,False
5/17/2025 8:00:00 PM,5/17/2025 4:00:00 PM,Wind,8937,0.092,True
5/17/2025 7:00:00 PM,5/17/2025 3:00:00 PM,Coal,9750,0.103,False
5/17/2025 7:00:00 PM,5/17/2025 3:00:00 PM,Gas,32935,0.348,False
5/17/2025 7:00:00 PM,5/17/2025 3:00:00 PM,Hydro,3191,0.033,True
5/17/2025 7:00:00 PM,5/17/2025 3:00:00 PM,Multiple Fuels,396,0.004,False
5/17/2025 7:00:00 PM,5/17/2025 3:00:00 PM,Nuclear,29114,0.308,False
5/17/2025 7:00:00 PM,5/17/2025 3:00:00 PM,Oil,435,0.004,False
5/17/2025 7:00:00 PM,5/17/2025 3:00:00 PM,Other Renewables,530,0.005,True
5/17/2025 7:00:00 PM,5/17/2025 3:00:00 PM,Solar,9508,0.100,True
5/17/2025 7:00:00 PM,5/17/2025 3:00:00 PM,Storage,0,0.000,False
5/17/2025 7:00:00 PM,5/17/2025 3:00:00 PM,Wind,8641,0.091,True
5/17/2025 6:00:00 PM,5/17/2025 2:00:00 PM,Coal,9430,0.101,False
5/17/2025 6:00:00 PM,5/17/2025 2:00:00 PM,Gas,31476,0.339,False
5/17/2025 6:00:00 PM,5/17/2025 2:00:00 PM,Hydro,2880,0.031,True
5/17/2025 6:00:00 PM,5/17/2025 2:00:00 PM,Multiple Fuels,364,0.003,False
5/17/2025 6:00:00 PM,5/17/2025 2:00:00 PM,Nuclear,29033,0.313,False
5/17/2025 6:00:00 PM,5/17/2025 2:00:00 PM,Oil,456,0.004,False
5/17/2025 6:00:00 PM,5/17/2025 2:00:00 PM,Other Renewables,535,0.005,True
5/17/2025 6:00:00 PM,5/17/2025 2:00:00 PM,Solar,9757,0.105,True
5/17/2025 6:00:00 PM,5/17/2025 2:00:00 PM,Storage,0,0.000,False
5/17/2025 6:00:00 PM,5/17/2025 2:00:00 PM,Wind,8706,0.094,True
5/17/2025 5:00:00 PM,5/17/2025 1:00:00 PM,Coal,9329,0.102,False
5/17/2025 5:00:00 PM,5/17/2025 1:00:00 PM,Gas,30563,0.335,False
5/17/2025 5:00:00 PM,5/17/2025 1:00:00 PM,Hydro,2470,0.027,True
5/17/2025 5:00:00 PM,5/17/2025 1:00:00 PM,Multiple Fuels,364,0.004,False
5/17/2025 5:00:00 PM,5/17/2025 1:00:00 PM,Nuclear,28843,0.316,False
5/17/2025 5:00:00 PM,5/17/2025 1:00:00 PM,Oil,374,0.004,False
5/17/2025 5:00:00 PM,5/17/2025 1:00:00 PM,Other Renewables,543,0.006,True
5/17/2025 5:00:00 PM,5/17/2025 1:00:00 PM,Solar,10078,0.110,True
5/17/2025 5:00:00 PM,5/17/2025 1:00:00 PM,Storage,0,0.000,False
5/17/2025 5:00:00 PM,5/17/2025 1:00:00 PM,Wind,8607,0.094,True
5/17/2025 4:00:00 PM,5/17/2025 12:00:00 PM,Coal,9453,0.104,False
5/17/2025 4:00:00 PM,5/17/2025 12:00:00 PM,Gas,30269,0.333,False
5/17/2025 4:00:00 PM,5/17/2025 12:00:00 PM,Hydro,1919,0.021,True
5/17/2025 4:00:00 PM,5/17/2025 12:00:00 PM,Multiple Fuels,364,0.004,False
5/17/2025 4:00:00 PM,5/17/2025 12:00:00 PM,Nuclear,28745,0.316,False
5/17/2025 4:00:00 PM,5/17/2025 12:00:00 PM,Oil,350,0.003,False
5/17/2025 4:00:00 PM,5/17/2025 12:00:00 PM,Other Renewables,547,0.006,True
5/17/2025 4:00:00 PM,5/17/2025 12:00:00 PM,Solar,10400,0.114,True
5/17/2025 4:00:00 PM,5/17/2025 12:00:00 PM,Storage,0,0.000,False
5/17/2025 4:00:00 PM,5/17/2025 12:00:00 PM,Wind,8702,0.095,True
5/17/2025 3:00:00 PM,5/17/2025 11:00:00 AM,Coal,9561,0.107,False
5/17/2025 3:00:00 PM,5/17/2025 11:00:00 AM,Gas,30654,0.345,False
5/17/2025 3:00:00 PM,5/17/2025 11:00:00 AM,Hydro,1603,0.018,True
5/17/2025 3:00:00 PM,5/17/2025 11:00:00 AM,Multiple Fuels,364,0.004,False
5/17/2025 3:00:00 PM,5/17/2025 11:00:00 AM,Nuclear,28721,0.323,False
5/17/2025 3:00:00 PM,5/17/2025 11:00:00 AM,Oil,221,0.002,False
5/17/2025 3:00:00 PM,5/17/2025 11:00:00 AM,Other Renewables,566,0.006,True
5/17/2025 3:00:00 PM,5/17/2025 11:00:00 AM,Solar,8939,0.100,True
5/17/2025 3:00:00 PM,5/17/2025 11:00:00 AM,Storage,0,0.000,False
5/17/2025 3:00:00 PM,5/17/2025 11:00:00 AM,Wind,8102,0.091,True
5/17/2025 2:00:00 PM,5/17/2025 10:00:00 AM,Coal,9658,0.110,False
5/17/2025 2:00:00 PM,5/17/2025 10:00:00 AM,Gas,30226,0.345,False
5/17/2025 2:00:00 PM,5/17/2025 10:00:00 AM,Hydro,1597,0.018,True
5/17/2025 2:00:00 PM,5/17/2025 10:00:00 AM,Multiple Fuels,363,0.004,False
5/17/2025 2:00:00 PM,5/17/2025 10:00:00 AM,Nuclear,28712,0.328,False
5/17/2025 2:00:00 PM,5/17/2025 10:00:00 AM,Oil,211,0.002,False
5/17/2025 2:00:00 PM,5/17/2025 10:00:00 AM,Other Renewables,567,0.006,True
5/17/2025 2:00:00 PM,5/17/2025 10:00:00 AM,Solar,7891,0.090,True
5/17/2025 2:00:00 PM,5/17/2025 10:00:00 AM,Storage,0,0.000,False
5/17/2025 2:00:00 PM,5/17/2025 10:00:00 AM,Wind,8177,0.093,True
5/17/2025 1:00:00 PM,5/17/2025 9:00:00 AM,Coal,10120,0.118,False
5/17/2025 1:00:00 PM,5/17/2025 9:00:00 AM,Gas,29646,0.346,False
5/17/2025 1:00:00 PM,5/17/2025 9:00:00 AM,Hydro,1594,0.018,True
5/17/2025 1:00:00 PM,5/17/2025 9:00:00 AM,Multiple Fuels,306,0.003,False
5/17/2025 1:00:00 PM,5/17/2025 9:00:00 AM,Nuclear,28709,0.335,False
5/17/2025 1:00:00 PM,5/17/2025 9:00:00 AM,Oil,209,0.002,False
5/17/2025 1:00:00 PM,5/17/2025 9:00:00 AM,Other Renewables,549,0.006,True
5/17/2025 1:00:00 PM,5/17/2025 9:00:00 AM,Solar,6532,0.076,True
5/17/2025 1:00:00 PM,5/17/2025 9:00:00 AM,Storage,0,0.000,False
5/17/2025 1:00:00 PM,5/17/2025 9:00:00 AM,Wind,8026,0.093,True
5/17/2025 12:00:00 PM,5/17/2025 8:00:00 AM,Coal,10201,0.122,False
5/17/2025 12:00:00 PM,5/17/2025 8:00:00 AM,Gas,28973,0.347,False
5/17/2025 12:00:00 PM,5/17/2025 8:00:00 AM,Hydro,1611,0.019,True
5/17/2025 12:00:00 PM,5/17/2025 8:00:00 AM,Multiple Fuels,221,0.002,False
5/17/2025 12:00:00 PM,5/17/2025 8:00:00 AM,Nuclear,28708,0.344,False
5/17/2025 12:00:00 PM,5/17/2025 8:00:00 AM,Oil,210,0.002,False
5/17/2025 12:00:00 PM,5/17/2025 8:00:00 AM,Other Renewables,541,0.006,True
5/17/2025 12:00:00 PM,5/17/2025 8:00:00 AM,Solar,4972,0.059,True
5/17/2025 12:00:00 PM,5/17/2025 8:00:00 AM,Storage,0,0.000,False
5/17/2025 12:00:00 PM,5/17/2025 8:00:00 AM,Wind,7913,0.094,True
5/17/2025 11:00:00 AM,5/17/2025 7:00:00 AM,Coal,10152,0.128,False
5/17/2025 11:00:00 AM,5/17/2025 7:00:00 AM,Gas,28519,0.359,False
5/17/2025 11:00:00 AM,5/17/2025 7:00:00 AM,Hydro,1618,0.020,True
5/17/2025 11:00:00 AM,5/17/2025 7:00:00 AM,Multiple Fuels,343,0.004,False
5/17/2025 11:00:00 AM,5/17/2025 7:00:00 AM,Nuclear,28708,0.361,False
5/17/2025 11:00:00 AM,5/17/2025 7:00:00 AM,Oil,210,0.002,False
5/17/2025 11:00:00 AM,5/17/2025 7:00:00 AM,Other Renewables,544,0.006,True
5/17/2025 11:00:00 AM,5/17/2025 7:00:00 AM,Solar,1768,0.022,True
5/17/2025 11:00:00 AM,5/17/2025 7:00:00 AM,Storage,0,0.000,False
5/17/2025 11:00:00 AM,5/17/2025 7:00:00 AM,Wind,7467,0.094,True
5/17/2025 10:00:00 AM,5/17/2025 6:00:00 AM,Coal,9990,0.128,False
5/17/2025 10:00:00 AM,5/17/2025 6:00:00 AM,Gas,29091,0.373,False
5/17/2025 10:00:00 AM,5/17/2025 6:00:00 AM,Hydro,1614,0.020,True
5/17/2025 10:00:00 AM,5/17/2025 6:00:00 AM,Multiple Fuels,397,0.005,False
5/17/2025 10:00:00 AM,5/17/2025 6:00:00 AM,Nuclear,28687,0.368,False
5/17/2025 10:00:00 AM,5/17/2025 6:00:00 AM,Oil,212,0.002,False
5/17/2025 10:00:00 AM,5/17/2025 6:00:00 AM,Other Renewables,538,0.006,True
5/17/2025 10:00:00 AM,5/17/2025 6:00:00 AM,Solar,118,0.001,True
5/17/2025 10:00:00 AM,5/17/2025 6:00:00 AM,Storage,0,0.000,False
5/17/2025 10:00:00 AM,5/17/2025 6:00:00 AM,Wind,7244,0.093,True
5/17/2025 9:00:00 AM,5/17/2025 5:00:00 AM,Coal,10162,0.130,False
5/17/2025 9:00:00 AM,5/17/2025 5:00:00 AM,Gas,29095,0.374,False
5/17/2025 9:00:00 AM,5/17/2025 5:00:00 AM,Hydro,1601,0.020,True
5/17/2025 9:00:00 AM,5/17/2025 5:00:00 AM,Multiple Fuels,415,0.005,False
5/17/2025 9:00:00 AM,5/17/2025 5:00:00 AM,Nuclear,28676,0.369,False
5/17/2025 9:00:00 AM,5/17/2025 5:00:00 AM,Oil,212,0.002,False
5/17/2025 9:00:00 AM,5/17/2025 5:00:00 AM,Other Renewables,539,0.006,True
5/17/2025 9:00:00 AM,5/17/2025 5:00:00 AM,Solar,22,0.000,True
5/17/2025 9:00:00 AM,5/17/2025 5:00:00 AM,Storage,0,0.000,False
5/17/2025 9:00:00 AM,5/17/2025 5:00:00 AM,Wind,6924,0.089,True
5/17/2025 8:00:00 AM,5/17/2025 4:00:00 AM,Coal,9956,0.129,False
5/17/2025 8:00:00 AM,5/17/2025 4:00:00 AM,Gas,28411,0.368,False
5/17/2025 8:00:00 AM,5/17/2025 4:00:00 AM,Hydro,1588,0.020,True
5/17/2025 8:00:00 AM,5/17/2025 4:00:00 AM,Multiple Fuels,397,0.005,False
5/17/2025 8:00:00 AM,5/17/2025 4:00:00 AM,Nuclear,28672,0.371,False
5/17/2025 8:00:00 AM,5/17/2025 4:00:00 AM,Oil,212,0.002,False
5/17/2025 8:00:00 AM,5/17/2025 4:00:00 AM,Other Renewables,539,0.007,True
5/17/2025 8:00:00 AM,5/17/2025 4:00:00 AM,Solar,22,0.000,True
5/17/2025 8:00:00 AM,5/17/2025 4:00:00 AM,Storage,0,0.000,False
5/17/2025 8:00:00 AM,5/17/2025 4:00:00 AM,Wind,7348,0.095,True
5/17/2025 7:00:00 AM,5/17/2025 3:00:00 AM,Coal,10001,0.128,False
5/17/2025 7:00:00 AM,5/17/2025 3:00:00 AM,Gas,28902,0.370,False
5/17/2025 7:00:00 AM,5/17/2025 3:00:00 AM,Hydro,1589,0.020,True
5/17/2025 7:00:00 AM,5/17/2025 3:00:00 AM,Multiple Fuels,406,0.005,False
5/17/2025 7:00:00 AM,5/17/2025 3:00:00 AM,Nuclear,28778,0.369,False
5/17/2025 7:00:00 AM,5/17/2025 3:00:00 AM,Oil,210,0.002,False
5/17/2025 7:00:00 AM,5/17/2025 3:00:00 AM,Other Renewables,540,0.006,True
5/17/2025 7:00:00 AM,5/17/2025 3:00:00 AM,Solar,22,0.000,True
5/17/2025 7:00:00 AM,5/17/2025 3:00:00 AM,Storage,0,0.000,False
5/17/2025 7:00:00 AM,5/17/2025 3:00:00 AM,Wind,7517,0.096,True
5/17/2025 6:00:00 AM,5/17/2025 2:00:00 AM,Coal,10534,0.133,False
5/17/2025 6:00:00 AM,5/17/2025 2:00:00 AM,Gas,29617,0.373,False
5/17/2025 6:00:00 AM,5/17/2025 2:00:00 AM,Hydro,1589,0.020,True
5/17/2025 6:00:00 AM,5/17/2025 2:00:00 AM,Multiple Fuels,413,0.005,False
5/17/2025 6:00:00 AM,5/17/2025 2:00:00 AM,Nuclear,28782,0.363,False
5/17/2025 6:00:00 AM,5/17/2025 2:00:00 AM,Oil,208,0.002,False
5/17/2025 6:00:00 AM,5/17/2025 2:00:00 AM,Other Renewables,543,0.006,True
5/17/2025 6:00:00 AM,5/17/2025 2:00:00 AM,Solar,22,0.000,True
5/17/2025 6:00:00 AM,5/17/2025 2:00:00 AM,Storage,0,0.000,False
5/17/2025 6:00:00 AM,5/17/2025 2:00:00 AM,Wind,7490,0.094,True
5/17/2025 5:00:00 AM,5/17/2025 1:00:00 AM,Coal,11266,0.139,False
5/17/2025 5:00:00 AM,5/17/2025 1:00:00 AM,Gas,30613,0.378,False
5/17/2025 5:00:00 AM,5/17/2025 1:00:00 AM,Hydro,1933,0.023,True
5/17/2025 5:00:00 AM,5/17/2025 1:00:00 AM,Multiple Fuels,444,0.005,False
5/17/2025 5:00:00 AM,5/17/2025 1:00:00 AM,Nuclear,28908,0.357,False
5/17/2025 5:00:00 AM,5/17/2025 1:00:00 AM,Oil,207,0.002,False
5/17/2025 5:00:00 AM,5/17/2025 1:00:00 AM,Other Renewables,536,0.006,True
5/17/2025 5:00:00 AM,5/17/2025 1:00:00 AM,Solar,22,0.000,True
5/17/2025 5:00:00 AM,5/17/2025 1:00:00 AM,Storage,0,0.000,False
5/17/2025 5:00:00 AM,5/17/2025 1:00:00 AM,Wind,6963,0.086,True
5/17/2025 4:00:00 AM,5/17/2025 12:00:00 AM,Coal,12276,0.146,False
5/17/2025 4:00:00 AM,5/17/2025 12:00:00 AM,Gas,31678,0.377,False
5/17/2025 4:00:00 AM,5/17/2025 12:00:00 AM,Hydro,2233,0.026,True
5/17/2025 4:00:00 AM,5/17/2025 12:00:00 AM,Multiple Fuels,527,0.006,False
5/17/2025 4:00:00 AM,5/17/2025 12:00:00 AM,Nuclear,28874,0.344,False
5/17/2025 4:00:00 AM,5/17/2025 12:00:00 AM,Oil,226,0.002,False
5/17/2025 4:00:00 AM,5/17/2025 12:00:00 AM,Other Renewables,539,0.006,True
5/17/2025 4:00:00 AM,5/17/2025 12:00:00 AM,Solar,22,0.000,True
5/17/2025 4:00:00 AM,5/17/2025 12:00:00 AM,Storage,0,0.000,False
5/17/2025 4:00:00 AM,5/17/2025 12:00:00 AM,Wind,7483,0.089,True
5/17/2025 3:00:00 AM,5/16/2025 11:00:00 PM,Coal,12791,0.143,False
5/17/2025 3:00:00 AM,5/16/2025 11:00:00 PM,Gas,35616,0.400,False
5/17/2025 3:00:00 AM,5/16/2025 11:00:00 PM,Hydro,2265,0.025,True
5/17/2025 3:00:00 AM,5/16/2025 11:00:00 PM,Multiple Fuels,764,0.008,False
5/17/2025 3:00:00 AM,5/16/2025 11:00:00 PM,Nuclear,28865,0.324,False
5/17/2025 3:00:00 AM,5/16/2025 11:00:00 PM,Oil,629,0.007,False
5/17/2025 3:00:00 AM,5/16/2025 11:00:00 PM,Other Renewables,541,0.006,True
5/17/2025 3:00:00 AM,5/16/2025 11:00:00 PM,Solar,22,0.000,True
5/17/2025 3:00:00 AM,5/16/2025 11:00:00 PM,Storage,0,0.000,False
5/17/2025 3:00:00 AM,5/16/2025 11:00:00 PM,Wind,7502,0.084,True
5/17/2025 2:00:00 AM,5/16/2025 10:00:00 PM,Coal,13362,0.139,False
5/17/2025 2:00:00 AM,5/16/2025 10:00:00 PM,Gas,38845,0.405,False
5/17/2025 2:00:00 AM,5/16/2025 10:00:00 PM,Hydro,3523,0.036,True
5/17/2025 2:00:00 AM,5/16/2025 10:00:00 PM,Multiple Fuels,1618,0.016,False
5/17/2025 2:00:00 AM,5/16/2025 10:00:00 PM,Nuclear,29322,0.306,False
5/17/2025 2:00:00 AM,5/16/2025 10:00:00 PM,Oil,878,0.009,False
5/17/2025 2:00:00 AM,5/16/2025 10:00:00 PM,Other Renewables,552,0.005,True
5/17/2025 2:00:00 AM,5/16/2025 10:00:00 PM,Solar,22,0.000,True
5/17/2025 2:00:00 AM,5/16/2025 10:00:00 PM,Storage,0,0.000,False
5/17/2025 2:00:00 AM,5/16/2025 10:00:00 PM,Wind,7669,0.080,True
5/17/2025 1:00:00 AM,5/16/2025 9:00:00 PM,Coal,14684,0.144,False
5/17/2025 1:00:00 AM,5/16/2025 9:00:00 PM,Gas,41621,0.410,False
5/17/2025 1:00:00 AM,5/16/2025 9:00:00 PM,Hydro,4370,0.043,True
5/17/2025 1:00:00 AM,5/16/2025 9:00:00 PM,Multiple Fuels,1867,0.018,False
5/17/2025 1:00:00 AM,5/16/2025 9:00:00 PM,Nuclear,29465,0.290,False
5/17/2025 1:00:00 AM,5/16/2025 9:00:00 PM,Oil,1136,0.011,False
5/17/2025 1:00:00 AM,5/16/2025 9:00:00 PM,Other Renewables,546,0.005,True
5/17/2025 1:00:00 AM,5/16/2025 9:00:00 PM,Solar,23,0.000,True
5/17/2025 1:00:00 AM,5/16/2025 9:00:00 PM,Storage,0,0.000,False
5/17/2025 1:00:00 AM,5/16/2025 9:00:00 PM,Wind,7602,0.075,True
5/17/2025 12:00:00 AM,5/16/2025 8:00:00 PM,Coal,15012,0.145,False
5/17/2025 12:00:00 AM,5/16/2025 8:00:00 PM,Gas,43534,0.422,False
5/17/2025 12:00:00 AM,5/16/2025 8:00:00 PM,Hydro,3705,0.036,True
5/17/2025 12:00:00 AM,5/16/2025 8:00:00 PM,Multiple Fuels,1809,0.017,False
5/17/2025 12:00:00 AM,5/16/2025 8:00:00 PM,Nuclear,29454,0.286,False
5/17/2025 12:00:00 AM,5/16/2025 8:00:00 PM,Oil,1310,0.012,False
5/17/2025 12:00:00 AM,5/16/2025 8:00:00 PM,Other Renewables,538,0.005,True
5/17/2025 12:00:00 AM,5/16/2025 8:00:00 PM,Solar,90,0.000,True
5/17/2025 12:00:00 AM,5/16/2025 8:00:00 PM,Storage,2,0.000,False
5/17/2025 12:00:00 AM,5/16/2025 8:00:00 PM,Wind,7499,0.072,True
5/16/2025 11:00:00 PM,5/16/2025 7:00:00 PM,Coal,15208,0.145,False
5/16/2025 11:00:00 PM,5/16/2025 7:00:00 PM,Gas,44185,0.423,False
5/16/2025 11:00:00 PM,5/16/2025 7:00:00 PM,Hydro,3710,0.035,True
5/16/2025 11:00:00 PM,5/16/2025 7:00:00 PM,Multiple Fuels,1774,0.017,False
5/16/2025 11:00:00 PM,5/16/2025 7:00:00 PM,Nuclear,29438,0.282,False
5/16/2025 11:00:00 PM,5/16/2025 7:00:00 PM,Oil,1251,0.012,False
5/16/2025 11:00:00 PM,5/16/2025 7:00:00 PM,Other Renewables,542,0.005,True
5/16/2025 11:00:00 PM,5/16/2025 7:00:00 PM,Solar,843,0.008,True
5/16/2025 11:00:00 PM,5/16/2025 7:00:00 PM,Storage,15,0.000,False
5/16/2025 11:00:00 PM,5/16/2025 7:00:00 PM,Wind,7348,0.070,True
5/16/2025 10:00:00 PM,5/16/2025 6:00:00 PM,Coal,15301,0.143,False
5/16/2025 10:00:00 PM,5/16/2025 6:00:00 PM,Gas,44605,0.417,False
