datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr
1/1/2022 5:00:00 AM,1/1/2022 12:00:00 AM,51288,WESTERN HUB,,,HUB,,18.91,18.694305,-0.005981,-0.208048,True,1
1/1/2022 6:00:00 AM,1/1/2022 1:00:00 AM,51288,WESTERN HUB,,,HUB,,18.16,17.897274,0.0,-0.26106,True,1
1/1/2022 7:00:00 AM,1/1/2022 2:00:00 AM,51288,WESTERN HUB,,,HUB,,18.5,18.21388,0.007101,-0.296554,True,1
1/1/2022 8:00:00 AM,1/1/2022 3:00:00 AM,51288,WESTERN HUB,,,HUB,,18.38,18.121328,0.035017,-0.294523,True,1
1/1/2022 9:00:00 AM,1/1/2022 4:00:00 AM,51288,WESTERN HUB,,,HUB,,18.11,17.873854,0.000729,-0.240209,True,1
1/1/2022 10:00:00 AM,1/1/2022 5:00:00 AM,51288,WESTERN HUB,,,HUB,,17.29,17.102586,0.0,-0.183247,True,1
1/1/2022 11:00:00 AM,1/1/2022 6:00:00 AM,51288,WESTERN HUB,,,HUB,,17.21,17.080112,0.0,-0.132388,True,1
1/1/2022 12:00:00 PM,1/1/2022 7:00:00 AM,51288,WESTERN HUB,,,HUB,,16.43,16.321796,0.0,-0.109037,True,1
1/1/2022 1:00:00 PM,1/1/2022 8:00:00 AM,51288,WESTERN HUB,,,HUB,,17.31,17.195616,-0.00033,-0.116554,True,1
1/1/2022 2:00:00 PM,1/1/2022 9:00:00 AM,51288,WESTERN HUB,,,HUB,,17.45,17.400277,-0.001155,-0.047735,True,1
1/1/2022 3:00:00 PM,1/1/2022 10:00:00 AM,51288,WESTERN HUB,,,HUB,,23.2,23.071266,0.002274,-0.129341,True,1
1/1/2022 4:00:00 PM,1/1/2022 11:00:00 AM,51288,WESTERN HUB,,,HUB,,24.78,24.630086,-0.009089,-0.140826,True,1
1/1/2022 5:00:00 PM,1/1/2022 12:00:00 PM,51288,WESTERN HUB,,,HUB,,24.64,24.478845,-0.026728,-0.135261,True,1
1/1/2022 6:00:00 PM,1/1/2022 1:00:00 PM,51288,WESTERN HUB,,,HUB,,23.88,23.719652,-0.021858,-0.135991,True,1
1/1/2022 7:00:00 PM,1/1/2022 2:00:00 PM,51288,WESTERN HUB,,,HUB,,23.52,23.377256,-0.023681,-0.114897,True,1
1/1/2022 8:00:00 PM,1/1/2022 3:00:00 PM,51288,WESTERN HUB,,,HUB,,23.0,22.896735,-0.00158,-0.105852,True,1
1/1/2022 9:00:00 PM,1/1/2022 4:00:00 PM,51288,WESTERN HUB,,,HUB,,24.94,25.02637,0.215078,-0.124541,True,1
1/1/2022 10:00:00 PM,1/1/2022 5:00:00 PM,51288,WESTERN HUB,,,HUB,,25.8,25.682829,-0.005252,-0.112753,True,1
1/1/2022 11:00:00 PM,1/1/2022 6:00:00 PM,51288,WESTERN HUB,,,HUB,,25.04,25.274087,0.395286,-0.157865,True,1
1/2/2022 12:00:00 AM,1/1/2022 7:00:00 PM,51288,WESTERN HUB,,,HUB,,22.96,23.62946,0.842621,-0.170661,True,1
1/2/2022 1:00:00 AM,1/1/2022 8:00:00 PM,51288,WESTERN HUB,,,HUB,,23.2,23.698974,0.70572,-0.201746,True,1
1/2/2022 2:00:00 AM,1/1/2022 9:00:00 PM,51288,WESTERN HUB,,,HUB,,24.0,23.778862,0.007717,-0.231355,True,1
1/2/2022 3:00:00 AM,1/1/2022 10:00:00 PM,51288,WESTERN HUB,,,HUB,,21.99,21.732195,-0.030556,-0.231416,True,1
1/2/2022 4:00:00 AM,1/1/2022 11:00:00 PM,51288,WESTERN HUB,,,HUB,,19.69,19.223324,-0.225061,-0.236615,True,1
1/2/2022 5:00:00 AM,1/2/2022 12:00:00 AM,51288,WESTERN HUB,,,HUB,,19.39,18.94263,-0.232804,-0.209566,True,1
1/2/2022 6:00:00 AM,1/2/2022 1:00:00 AM,51288,WESTERN HUB,,,HUB,,20.02,19.633246,-0.117622,-0.269966,True,1
1/2/2022 7:00:00 AM,1/2/2022 2:00:00 AM,51288,WESTERN HUB,,,HUB,,20.16,19.729531,-0.090634,-0.340669,True,1
1/2/2022 8:00:00 AM,1/2/2022 3:00:00 AM,51288,WESTERN HUB,,,HUB,,19.81,19.426519,-0.050104,-0.330044,True,1
