datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
1/1/2022 5:00:00 AM,1/1/2022 12:00:00 AM,51288,WESTERN HUB,,,HUB,,21.02,20.572708,-0.066875,-0.380417,True,1
1/1/2022 6:00:00 AM,1/1/2022 1:00:00 AM,51288,WESTERN HUB,,,HUB,,18.43,18.014166,-0.01,-0.405834,True,1
1/1/2022 7:00:00 AM,1/1/2022 2:00:00 AM,51288,WESTERN HUB,,,HUB,,18.11,17.718958,0.0,-0.391042,True,1
1/1/2022 8:00:00 AM,1/1/2022 3:00:00 AM,51288,WESTERN HUB,,,HUB,,18.15,17.741145,0.031354,-0.440209,True,1
1/1/2022 9:00:00 AM,1/1/2022 4:00:00 AM,51288,WESTERN HUB,,,HUB,,17.7,17.358541,0.06,-0.401459,True,1
1/1/2022 10:00:00 AM,1/1/2022 5:00:00 AM,51288,WESTERN HUB,,,HUB,,17.67,17.326666,0.07,-0.413334,True,1
1/1/2022 11:00:00 AM,1/1/2022 6:00:00 AM,51288,WESTERN HUB,,,HUB,,17.72,17.45552,0.098646,-0.363126,True,1
1/1/2022 12:00:00 PM,1/1/2022 7:00:00 AM,51288,WESTERN HUB,,,HUB,,18.24,18.070208,0.14125,-0.311042,True,1
1/1/2022 1:00:00 PM,1/1/2022 8:00:00 AM,51288,WESTERN HUB,,,HUB,,20.03,19.83177,0.071354,-0.269584,True,1
1/1/2022 2:00:00 PM,1/1/2022 9:00:00 AM,51288,WESTERN HUB,,,HUB,,21.78,22.011353,0.516979,-0.285626,True,1
1/1/2022 3:00:00 PM,1/1/2022 10:00:00 AM,51288,WESTERN HUB,,,HUB,,25.95,26.111039,0.599477,-0.438438,True,1
1/1/2022 4:00:00 PM,1/1/2022 11:00:00 AM,51288,WESTERN HUB,,,HUB,,26.3,26.492601,0.579686,-0.387085,True,1
1/1/2022 5:00:00 PM,1/1/2022 12:00:00 PM,51288,WESTERN HUB,,,HUB,,26.02,26.132289,0.468749,-0.35646,True,1
1/1/2022 6:00:00 PM,1/1/2022 1:00:00 PM,51288,WESTERN HUB,,,HUB,,25.73,25.920206,0.604686,-0.41448,True,1
1/1/2022 7:00:00 PM,1/1/2022 2:00:00 PM,51288,WESTERN HUB,,,HUB,,25.21,25.254894,0.468228,-0.423334,True,1
1/1/2022 8:00:00 PM,1/1/2022 3:00:00 PM,51288,WESTERN HUB,,,HUB,,24.04,23.825519,0.189687,-0.404168,True,1
1/1/2022 9:00:00 PM,1/1/2022 4:00:00 PM,51288,WESTERN HUB,,,HUB,,25.9,26.393434,0.797498,-0.304064,True,1
1/1/2022 10:00:00 PM,1/1/2022 5:00:00 PM,51288,WESTERN HUB,,,HUB,,28.7,29.631454,1.108435,-0.176981,True,1
1/1/2022 11:00:00 PM,1/1/2022 6:00:00 PM,51288,WESTERN HUB,,,HUB,,27.93,28.70833,1.139268,-0.360938,True,1
1/2/2022 12:00:00 AM,1/1/2022 7:00:00 PM,51288,WESTERN HUB,,,HUB,,26.49,27.386143,1.247706,-0.351563,True,1
1/2/2022 1:00:00 AM,1/1/2022 8:00:00 PM,51288,WESTERN HUB,,,HUB,,26.7,27.404268,1.053123,-0.348855,True,1
1/2/2022 2:00:00 AM,1/1/2022 9:00:00 PM,51288,WESTERN HUB,,,HUB,,26.43,27.015831,0.930936,-0.345105,True,1
1/2/2022 3:00:00 AM,1/1/2022 10:00:00 PM,51288,WESTERN HUB,,,HUB,,24.39,24.275624,0.21625,-0.330626,True,1
1/2/2022 4:00:00 AM,1/1/2022 11:00:00 PM,51288,WESTERN HUB,,,HUB,,21.89,21.74802,0.135104,-0.277084,True,1
1/2/2022 5:00:00 AM,1/2/2022 12:00:00 AM,51288,WESTERN HUB,,,HUB,,21.93,21.750728,0.026667,-0.205939,True,1
1/2/2022 6:00:00 AM,1/2/2022 1:00:00 AM,51288,WESTERN HUB,,,HUB,,20.72,20.595833,0.0,-0.124167,True,1
1/2/2022 7:00:00 AM,1/2/2022 2:00:00 AM,51288,WESTERN HUB,,,HUB,,20.62,20.453749,0.0,-0.166251,True,1
1/2/2022 8:00:00 AM,1/2/2022 3:00:00 AM,51288,WESTERN HUB,,,HUB,,20.54,20.382916,0.070417,-0.227501,True,1
1/2/2022 9:00:00 AM,1/2/2022 4:00:00 AM,51288,WESTERN HUB,,,HUB,,20.29,20.243437,0.130417,-0.17698,True,1
1/2/2022 10:00:00 AM,1/2/2022 5:00:00 AM,51288,WESTERN HUB,,,HUB,,20.83,20.678333,0.03,-0.181667,True,1
1/2/2022 11:00:00 AM,1/2/2022 6:00:00 AM,51288,WESTERN HUB,,,HUB,,21.24,21.888644,0.804687,-0.156043,True,1
1/2/2022 12:00:00 PM,1/2/2022 7:00:00 AM,51288,WESTERN HUB,,,HUB,,22.18,22.360207,0.209166,-0.028959,True,1
1/2/2022 1:00:00 PM,1/2/2022 8:00:00 AM,51288,WESTERN HUB,,,HUB,,24.11,24.453749,0.29677,0.046979,True,1
1/2/2022 2:00:00 PM,1/2/2022 9:00:00 AM,51288,WESTERN HUB,,,HUB,,26.71,27.708019,0.901978,0.096041,True,1
1/2/2022 3:00:00 PM,1/2/2022 10:00:00 AM,51288,WESTERN HUB,,,HUB,,27.12,28.399581,0.990416,0.289165,True,1
1/2/2022 4:00:00 PM,1/2/2022 11:00:00 AM,51288,WESTERN HUB,,,HUB,,27.43,28.621977,0.988749,0.203228,True,1
1/2/2022 5:00:00 PM,1/2/2022 12:00:00 PM,51288,WESTERN HUB,,,HUB,,27.3,28.124894,0.562916,0.261978,True,1
1/2/2022 6:00:00 PM,1/2/2022 1:00:00 PM,51288,WESTERN HUB,,,HUB,,27.13,28.165623,0.780832,0.254791,True,1
1/2/2022 7:00:00 PM,1/2/2022 2:00:00 PM,51288,WESTERN HUB,,,HUB,,27.03,28.095831,0.744687,0.321144,True,1
1/2/2022 8:00:00 PM,1/2/2022 3:00:00 PM,51288,WESTERN HUB,,,HUB,,27.24,28.421248,0.810937,0.370311,True,1
1/2/2022 9:00:00 PM,1/2/2022 4:00:00 PM,51288,WESTERN HUB,,,HUB,,30.55,32.294684,1.34979,0.394894,True,1
1/2/2022 10:00:00 PM,1/2/2022 5:00:00 PM,51288,WESTERN HUB,,,HUB,,39.06,40.815413,1.315103,0.44031,True,1
1/2/2022 11:00:00 PM,1/2/2022 6:00:00 PM,51288,WESTERN HUB,,,HUB,,37.66,39.872288,2.003539,0.208749,True,1
1/3/2022 12:00:00 AM,1/2/2022 7:00:00 PM,51288,WESTERN HUB,,,HUB,,37.54,39.593642,2.055623,-0.001981,True,1
1/3/2022 1:00:00 AM,1/2/2022 8:00:00 PM,51288,WESTERN HUB,,,HUB,,37.2,39.484683,2.261351,0.023332,True,1
1/3/2022 2:00:00 AM,1/2/2022 9:00:00 PM,51288,WESTERN HUB,,,HUB,,36.96,39.346558,2.478851,-0.092293,True,1
1/3/2022 3:00:00 AM,1/2/2022 10:00:00 PM,51288,WESTERN HUB,,,HUB,,36.49,37.522289,0.950728,0.081561,True,1
1/3/2022 4:00:00 AM,1/2/2022 11:00:00 PM,51288,WESTERN HUB,,,HUB,,29.76,30.178123,0.497916,-0.079793,True,1
1/3/2022 5:00:00 AM,1/3/2022 12:00:00 AM,51288,WESTERN HUB,,,HUB,,29.15,30.302914,1.270936,-0.118022,True,1
1/3/2022 6:00:00 AM,1/3/2022 1:00:00 AM,51288,WESTERN HUB,,,HUB,,28.73,29.219268,0.758019,-0.268751,True,1
1/3/2022 7:00:00 AM,1/3/2022 2:00:00 AM,51288,WESTERN HUB,,,HUB,,28.47,28.765727,0.677499,-0.381772,True,1
1/3/2022 8:00:00 AM,1/3/2022 3:00:00 AM,51288,WESTERN HUB,,,HUB,,28.98,29.075103,0.523124,-0.428021,True,1
1/3/2022 9:00:00 AM,1/3/2022 4:00:00 AM,51288,WESTERN HUB,,,HUB,,30.06,30.00979,0.439374,-0.489584,True,1
1/3/2022 10:00:00 AM,1/3/2022 5:00:00 AM,51288,WESTERN HUB,,,HUB,,34.3,34.521664,0.747811,-0.526147,True,1
1/3/2022 11:00:00 AM,1/3/2022 6:00:00 AM,51288,WESTERN HUB,,,HUB,,41.78,43.634057,2.700725,-0.846668,True,1
1/3/2022 12:00:00 PM,1/3/2022 7:00:00 AM,51288,WESTERN HUB,,,HUB,,49.44,51.90843,2.871349,-0.402919,True,1
1/3/2022 1:00:00 PM,1/3/2022 8:00:00 AM,51288,WESTERN HUB,,,HUB,,47.41,49.125515,2.191975,-0.47646,True,1
1/3/2022 2:00:00 PM,1/3/2022 9:00:00 AM,51288,WESTERN HUB,,,HUB,,45.92,47.280411,2.064059,-0.703648,True,1
1/3/2022 3:00:00 PM,1/3/2022 10:00:00 AM,51288,WESTERN HUB,,,HUB,,45.89,45.29208,-0.047918,-0.550002,True,1
1/3/2022 4:00:00 PM,1/3/2022 11:00:00 AM,51288,WESTERN HUB,,,HUB,,46.21,43.766455,-1.873855,-0.56969,True,1
1/3/2022 5:00:00 PM,1/3/2022 12:00:00 PM,51288,WESTERN HUB,,,HUB,,41.71,39.600519,-1.583959,-0.525522,True,1
