datetime_beginning_utc,datetime_beginning_ept,area,instantaneous_load
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,BC,4483.309000
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,COMED,10635.776400
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,DAYTON,2744.588380
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,DEOK,4236.430660
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,DOM,19032.691400
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,DPL,2653.916500
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,DUQ,2025.304440
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,EKPC,2173.201000
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,JC,3918.496830
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,ME,2346.595460
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,PE,5982.188480
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,PEP,4371.711430
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,PJM MID ATLANTIC REGION,40654.222700
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,PJM RTO,118506.789000
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,PJM WESTERN REGION,56646.680000
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,PL,5834.784670
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,PN,2183.371580
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,PS,6741.926000
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,RECO,263.446000
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,UG,143.010010
6/4/2025 9:45:00 PM,6/4/2025 5:45:00 PM,PJM SOUTHERN REGION,19032.691400
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,AE,1550.295290
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,AEP,19129.632800
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,APS,7326.404300
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,ATSI,10558.432600
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,BC,4489.803710
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,COMED,10608.127000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,DAYTON,2747.888000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,DEOK,4215.357000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,DOM,19089.632800
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,DPL,2650.943000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,DUQ,2027.841310
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,EKPC,2175.094000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,JC,3863.946290
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,ME,2353.376000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,PE,5956.665530
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,PEP,4376.401370
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,PJM MID ATLANTIC REGION,40539.183600
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,PJM RTO,118417.594000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,PJM WESTERN REGION,56617.330000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,PL,5796.444000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,PN,2136.045000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,PS,6712.953000
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,RECO,264.668700
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,UG,144.510010
6/4/2025 9:40:00 PM,6/4/2025 5:40:00 PM,PJM SOUTHERN REGION,19089.632800
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,AE,1541.443240
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,AEP,19167.464800
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,APS,7276.962000
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,ATSI,10424.709000
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,BC,4473.483400
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,COMED,10538.306600
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,DAYTON,2749.041750
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,DEOK,4203.744630
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,DOM,19115.152300
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,DPL,2648.457000
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,DUQ,2030.217290
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,EKPC,2136.996000
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,JC,3903.739500
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,ME,2349.963870
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,PE,5977.669430
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,PEP,4418.899000
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,PJM MID ATLANTIC REGION,40549.574200
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,PJM RTO,118192.164000
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,PJM WESTERN REGION,56395.796900
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,PL,5818.571290
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,PN,2182.969730
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,PS,6683.156000
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,RECO,263.927200
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,UG,143.510010
6/4/2025 9:35:00 PM,6/4/2025 5:35:00 PM,PJM SOUTHERN REGION,19115.152300
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,AE,1530.498170
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,AEP,19149.382800
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,APS,7325.572750
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,ATSI,10409.939500
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,BC,4466.971000
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,COMED,10540.840800
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,DAYTON,2748.955570
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,DEOK,4232.977540
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,DOM,19097.644500
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,DPL,2631.883540
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,DUQ,2008.719240
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,EKPC,2151.777830
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,JC,3813.384770
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,ME,2353.285160
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,PE,5949.376000
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,PEP,4368.571290
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,PJM MID ATLANTIC REGION,40384.900000
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,PJM RTO,118050.195000
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,PJM WESTERN REGION,56417.257800
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,PL,5767.866700
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,PN,2191.567870
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,PS,6663.658690
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,RECO,264.009338
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,UG,143.820000
6/4/2025 9:30:00 PM,6/4/2025 5:30:00 PM,PJM SOUTHERN REGION,19097.644500
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,AE,1521.777710
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,AEP,19152.427700
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,APS,7350.304690
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,ATSI,10433.165000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,BC,4459.613280
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,COMED,10499.304700
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,DAYTON,2748.658000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,DEOK,4217.244000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,DOM,19071.810000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,DPL,2634.358400
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,DUQ,2014.622070
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,EKPC,2151.533450
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,JC,3781.866460
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,ME,2333.227780
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,PE,5920.096000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,PEP,4365.202000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,PJM MID ATLANTIC REGION,40278.960000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,PJM RTO,117918.031000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,PJM WESTERN REGION,56419.200000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,PL,5788.870610
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,PN,2179.482000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,PS,6629.278000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,RECO,265.038025
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,UG,142.890000
6/4/2025 9:25:01 PM,6/4/2025 5:25:01 PM,PJM SOUTHERN REGION,19071.810000
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,AE,1512.690310
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,AEP,19084.966800
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,APS,7281.631000
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,ATSI,10217.578100
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,BC,4452.866700
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,COMED,10508.561500
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,DAYTON,2753.657470
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,DEOK,4229.284670
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,DOM,18930.515600
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,DPL,2622.656000
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,DUQ,2005.538820
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,EKPC,2144.571000
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,JC,3759.133300
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,ME,2315.095210
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,PE,5917.003420
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,PEP,4373.033000
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,PJM MID ATLANTIC REGION,40169.132800
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,PJM RTO,117325.430000
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,PJM WESTERN REGION,56081.220000
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,PL,5787.178710
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,PN,2183.143000
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,PS,6601.952640
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,RECO,265.349200
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,UG,142.590000
6/4/2025 9:20:00 PM,6/4/2025 5:20:00 PM,PJM SOUTHERN REGION,18930.515600
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,AE,1498.200440
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,AEP,19277.460000
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,APS,7258.072270
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,ATSI,10226.837900
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,BC,4436.122000
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,COMED,10559.346700
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,DAYTON,2759.150630
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,DEOK,4242.272460
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,DOM,18912.781300
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,DPL,2612.713130
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,DUQ,2011.383670
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,EKPC,2139.257810
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,JC,3703.622000
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,ME,2312.664000
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,PE,5939.226560
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,PEP,4347.759000
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,PJM MID ATLANTIC REGION,40072.902300
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,PJM RTO,117459.461000
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,PJM WESTERN REGION,56331.972700
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,PL,5749.440000
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,PN,2146.795410
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,PS,6615.196000
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,RECO,264.584200
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,UG,143.480000
6/4/2025 9:15:00 PM,6/4/2025 5:15:00 PM,PJM SOUTHERN REGION,18912.781300
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,AE,1488.667600
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,AEP,19195.207000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,APS,7184.243000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,ATSI,10213.126000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,BC,4431.564450
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,COMED,10625.617200
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,DAYTON,2760.136000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,DEOK,4217.583500
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,DOM,18974.148400
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,DPL,2608.892330
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,DUQ,2002.687740
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,EKPC,2085.712160
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,JC,3838.667000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,ME,2307.908690
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,PE,5900.965330
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,PEP,4331.947000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,PJM MID ATLANTIC REGION,39899.710000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,PJM RTO,117158.172000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,PJM WESTERN REGION,56198.600000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,PL,5736.503420
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,PN,2128.040280
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,PS,6575.377000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,RECO,265.803223
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,UG,141.880000
6/4/2025 9:10:00 PM,6/4/2025 5:10:00 PM,PJM SOUTHERN REGION,18974.148400
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,AE,1483.280880
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,AEP,19199.671900
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,APS,7162.578000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,ATSI,10367.890600
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,BC,4416.768000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,COMED,10526.242200
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,DAYTON,2757.748290
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,DEOK,4213.311520
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,DOM,18894.660000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,DPL,2605.795000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,DUQ,1997.600830
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,EKPC,2119.225590
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,JC,3881.218750
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,ME,2296.814700
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,PE,5918.617000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,PEP,4316.502440
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,PJM MID ATLANTIC REGION,39908.625000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,PJM RTO,117147.563000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,PJM WESTERN REGION,56231.670000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,PL,5776.735000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,PN,2141.618650
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,PS,6560.990000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,RECO,266.052155
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,UG,142.080000
6/4/2025 9:05:00 PM,6/4/2025 5:05:00 PM,PJM SOUTHERN REGION,18894.660000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,AE,1474.110720
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,AEP,19345.212900
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,APS,7293.361330
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,ATSI,10301.248000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,BC,4426.417480
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,COMED,10571.195300
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,DAYTON,2770.148000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,DEOK,4232.634000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,DOM,18876.328100
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,DPL,2600.415280
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,DUQ,2006.242430
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,EKPC,2131.844730
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,JC,3867.866210
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,ME,2312.377690
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,PE,5935.203000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,PEP,4329.353000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,PJM MID ATLANTIC REGION,39873.670000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,PJM RTO,117401.883000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,PJM WESTERN REGION,56520.043000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,PL,5733.443000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,PN,2169.008300
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,PS,6535.753420
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,RECO,266.475739
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,UG,142.380000
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,PJM SOUTHERN REGION,18876.328100
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,AE,1463.228270
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,AEP,19230.154300
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,APS,7268.452000
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,ATSI,10348.726600
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,BC,4402.096000
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,COMED,10559.238300
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,DAYTON,2762.822510
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,DEOK,4223.811000
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,DOM,18902.253900
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,DPL,2592.763180
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,DUQ,2003.229000
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,EKPC,2054.134770
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,JC,3784.181150
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,ME,2316.752440
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,PE,5878.008300
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,PEP,4330.609380
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,PJM MID ATLANTIC REGION,39715.222700
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,PJM RTO,117068.047000
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,PJM WESTERN REGION,56395.140000
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,PL,5753.791500
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,PN,2169.196780
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,PS,6516.186000
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,RECO,267.420166
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,UG,141.880000
6/4/2025 8:55:00 PM,6/4/2025 4:55:00 PM,PJM SOUTHERN REGION,18902.253900
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,AE,1452.541380
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,AEP,19323.601600
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,APS,7127.665530
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,ATSI,10479.746100
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,BC,4388.087400
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,COMED,10596.688500
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,DAYTON,2763.410640
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,DEOK,4230.292480
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,DOM,18913.900000
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,DPL,2578.095700
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,DUQ,1992.539060
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,EKPC,2076.749510
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,JC,3758.527830
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,ME,2310.834230
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,PE,5883.593750
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,PEP,4302.062500
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,PJM MID ATLANTIC REGION,39693.460000
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,PJM RTO,117198.055000
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,PJM WESTERN REGION,56513.945300
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,PL,5784.218000
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,PN,2174.437500
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,PS,6499.086430
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,RECO,266.318600
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,UG,141.180008
6/4/2025 8:50:00 PM,6/4/2025 4:50:00 PM,PJM SOUTHERN REGION,18913.900000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,AE,1440.029790
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,AEP,19239.476600
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,APS,7167.689450
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,ATSI,10558.910000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,BC,4364.273440
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,COMED,10615.465800
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,DAYTON,2754.975340
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,DEOK,4226.337400
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,DOM,18892.030000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,DPL,2569.005860
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,DUQ,1994.244750
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,EKPC,2104.446780
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,JC,3655.041260
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,ME,2303.790000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,PE,5853.908000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,PEP,4277.174000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,PJM MID ATLANTIC REGION,39506.187500
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,PJM RTO,117059.766000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,PJM WESTERN REGION,56559.350000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,PL,5760.631000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,PN,2173.131350
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,PS,6478.268000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,RECO,266.947845
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,UG,140.550000
6/4/2025 8:45:00 PM,6/4/2025 4:45:00 PM,PJM SOUTHERN REGION,18892.030000
6/4/2025 8:40:00 PM,6/4/2025 4:40:00 PM,AE,1429.126000
6/4/2025 8:40:00 PM,6/4/2025 4:40:00 PM,AEP,19216.455100
6/4/2025 8:40:00 PM,6/4/2025 4:40:00 PM,APS,7107.101000
